[Hz],Trace1[dBm]
6.339500000E+08,-1.12212E+02
6.339500000E+08,-6.71252E+01
6.339900000E+08,-1.04915E+02
6.339900000E+08,-6.79523E+01
6.340300000E+08,-1.03115E+02
6.340300000E+08,-6.78790E+01
6.340700000E+08,-1.10182E+02
6.340700000E+08,-6.70734E+01
6.341100000E+08,-1.09890E+02
6.341100000E+08,-6.71527E+01
6.341500000E+08,-1.04686E+02
6.341500000E+08,-6.84894E+01
6.341900000E+08,-1.03667E+02
6.341900000E+08,-6.58893E+01
6.342300000E+08,-1.02031E+02
6.342300000E+08,-6.73145E+01
6.342700000E+08,-1.10021E+02
6.342700000E+08,-6.83246E+01
6.343100000E+08,-1.12175E+02
6.343100000E+08,-6.50195E+01
6.343500000E+08,-1.06606E+02
6.343500000E+08,-6.50043E+01
6.343900000E+08,-1.09053E+02
6.343900000E+08,-6.69116E+01
6.344300000E+08,-1.01180E+02
6.344300000E+08,-6.71924E+01
6.344700000E+08,-1.02907E+02
6.344700000E+08,-6.75464E+01
6.345100000E+08,-1.04210E+02
6.345100000E+08,-6.69849E+01
6.345500000E+08,-1.02980E+02
6.345500000E+08,-6.77051E+01
6.345900000E+08,-1.05745E+02
6.345900000E+08,-6.62708E+01
6.346300000E+08,-1.08315E+02
6.346300000E+08,-6.65363E+01
6.346700000E+08,-1.00789E+02
6.346700000E+08,-6.65607E+01
6.347100000E+08,-1.04164E+02
6.347100000E+08,-6.61029E+01
6.347500000E+08,-1.05507E+02
6.347500000E+08,-6.52850E+01
6.347900000E+08,-1.05645E+02
6.347900000E+08,-6.60510E+01
6.348300000E+08,-1.05361E+02
6.348300000E+08,-6.57153E+01
6.348700000E+08,-1.14104E+02
6.348700000E+08,-6.67804E+01
6.349100000E+08,-1.04256E+02
6.349100000E+08,-6.54285E+01
6.349500000E+08,-1.09301E+02
6.349500000E+08,-6.69971E+01
6.349900000E+08,-1.17018E+02
6.349900000E+08,-6.56757E+01
6.350300000E+08,-9.98157E+01
6.350300000E+08,-6.74518E+01
6.350700000E+08,-1.07585E+02
6.350700000E+08,-6.60205E+01
6.351100000E+08,-1.06377E+02
6.351100000E+08,-6.71558E+01
6.351500000E+08,-1.07079E+02
6.351500000E+08,-6.71069E+01
6.351900000E+08,-1.11382E+02
6.351900000E+08,-6.72778E+01
6.352300000E+08,-1.01985E+02
6.352300000E+08,-6.69147E+01
6.352700000E+08,-1.09240E+02
6.352700000E+08,-6.59320E+01
6.353100000E+08,-1.15459E+02
6.353100000E+08,-6.76746E+01
6.353500000E+08,-1.04973E+02
6.353500000E+08,-6.77478E+01
6.353900000E+08,-1.06313E+02
6.353900000E+08,-6.73419E+01
6.354300000E+08,-1.07494E+02
6.354300000E+08,-6.59503E+01
6.354700000E+08,-1.06966E+02
6.354700000E+08,-6.71069E+01
6.355100000E+08,-1.10451E+02
6.355100000E+08,-6.54834E+01
6.355500000E+08,-1.07643E+02
6.355500000E+08,-6.56909E+01
6.355900000E+08,-1.04985E+02
6.355900000E+08,-6.60114E+01
6.356300000E+08,-1.09606E+02
6.356300000E+08,-6.78943E+01
6.356700000E+08,-1.05706E+02
6.356700000E+08,-6.51172E+01
6.357100000E+08,-1.08623E+02
6.357100000E+08,-6.71985E+01
6.357500000E+08,-1.07112E+02
6.357500000E+08,-6.68964E+01
6.357900000E+08,-1.00994E+02
6.357900000E+08,-6.43604E+01
6.358300000E+08,-1.08559E+02
6.358300000E+08,-6.64020E+01
6.358700000E+08,-1.11278E+02
6.358700000E+08,-6.56757E+01
6.359100000E+08,-9.70508E+01
6.359100000E+08,-6.68506E+01
6.359500000E+08,-1.18389E+02
6.359500000E+08,-6.54163E+01
6.359900000E+08,-9.85187E+01
6.359900000E+08,-6.59473E+01
6.360300000E+08,-1.07891E+02
6.360300000E+08,-6.71313E+01
6.360700000E+08,-1.03289E+02
6.360700000E+08,-6.54651E+01
6.361100000E+08,-1.18615E+02
6.361100000E+08,-6.72168E+01
6.361500000E+08,-9.98584E+01
6.361500000E+08,-6.58160E+01
6.361900000E+08,-1.04201E+02
6.361900000E+08,-6.68781E+01
6.362300000E+08,-1.11943E+02
6.362300000E+08,-6.58344E+01
6.362700000E+08,-1.06169E+02
6.362700000E+08,-6.51447E+01
6.363100000E+08,-1.00792E+02
6.363100000E+08,-6.65881E+01
6.363500000E+08,-1.05648E+02
6.363500000E+08,-6.70154E+01
6.363900000E+08,-1.02974E+02
6.363900000E+08,-6.55597E+01
6.364300000E+08,-1.11342E+02
6.364300000E+08,-6.74121E+01
6.364700000E+08,-1.06383E+02
6.364700000E+08,-6.54193E+01
6.365100000E+08,-1.18895E+02
6.365100000E+08,-6.36432E+01
6.365500000E+08,-1.02263E+02
6.365500000E+08,-6.62769E+01
6.365900000E+08,-1.12328E+02
6.365900000E+08,-6.70459E+01
6.366300000E+08,-1.07280E+02
6.366300000E+08,-6.72290E+01
6.366700000E+08,-1.08028E+02
6.366700000E+08,-6.57092E+01
6.367100000E+08,-1.09877E+02
6.367100000E+08,-6.60968E+01
6.367500000E+08,-1.01293E+02
6.367500000E+08,-6.57153E+01
6.367900000E+08,-1.01418E+02
6.367900000E+08,-6.53583E+01
6.368300000E+08,-1.07231E+02
6.368300000E+08,-6.65942E+01
6.368700000E+08,-1.04222E+02
6.368700000E+08,-6.48090E+01
6.369100000E+08,-1.07720E+02
6.369100000E+08,-6.64966E+01
6.369500000E+08,-1.11376E+02
6.369500000E+08,-6.61304E+01
6.369900000E+08,-1.07033E+02
6.369900000E+08,-6.63318E+01
6.370300000E+08,-1.01924E+02
6.370300000E+08,-6.52728E+01
6.370700000E+08,-1.07943E+02
6.370700000E+08,-6.73785E+01
6.371100000E+08,-1.04991E+02
6.371100000E+08,-6.63776E+01
6.371500000E+08,-9.91748E+01
6.371500000E+08,-6.61182E+01
6.371900000E+08,-1.01351E+02
6.371900000E+08,-6.51569E+01
6.372300000E+08,-1.07860E+02
6.372300000E+08,-6.62555E+01
6.372700000E+08,-1.02623E+02
6.372700000E+08,-6.40521E+01
6.373100000E+08,-1.04320E+02
6.373100000E+08,-6.63470E+01
6.373500000E+08,-1.05037E+02
6.373500000E+08,-6.69513E+01
6.373900000E+08,-1.06713E+02
6.373900000E+08,-6.63287E+01
6.374300000E+08,-1.03084E+02
6.374300000E+08,-6.57977E+01
6.374700000E+08,-1.02547E+02
6.374700000E+08,-6.50500E+01
6.375100000E+08,-1.06624E+02
6.375100000E+08,-6.49066E+01
6.375500000E+08,-1.04512E+02
6.375500000E+08,-6.60785E+01
6.375900000E+08,-1.06276E+02
6.375900000E+08,-6.51294E+01
6.376300000E+08,-1.06935E+02
6.376300000E+08,-6.51447E+01
6.376700000E+08,-1.06453E+02
6.376700000E+08,-6.55353E+01
6.377100000E+08,-1.04113E+02
6.377100000E+08,-6.47113E+01
6.377500000E+08,-1.21028E+02
6.377500000E+08,-6.56116E+01
6.377900000E+08,-1.08452E+02
6.377900000E+08,-6.57153E+01
6.378300000E+08,-1.04793E+02
6.378300000E+08,-6.53583E+01
6.378700000E+08,-1.01204E+02
6.378700000E+08,-6.51263E+01
6.379100000E+08,-1.10210E+02
6.379100000E+08,-6.58069E+01
6.379500000E+08,-1.03536E+02
6.379500000E+08,-6.52637E+01
6.379900000E+08,-1.03978E+02
6.379900000E+08,-6.52057E+01
6.380300000E+08,-1.01430E+02
6.380300000E+08,-6.64844E+01
6.380700000E+08,-1.06166E+02
6.380700000E+08,-6.53461E+01
6.381100000E+08,-1.02291E+02
6.381100000E+08,-6.57184E+01
6.381500000E+08,-1.00722E+02
6.381500000E+08,-6.54651E+01
6.381900000E+08,-1.04521E+02
6.381900000E+08,-6.59137E+01
6.382300000E+08,-1.03597E+02
6.382300000E+08,-6.43695E+01
6.382700000E+08,-1.02129E+02
6.382700000E+08,-6.39087E+01
6.383100000E+08,-1.01506E+02
6.383100000E+08,-6.46045E+01
6.383500000E+08,-1.10799E+02
6.383500000E+08,-6.44183E+01
6.383900000E+08,-1.04241E+02
6.383900000E+08,-6.37561E+01
6.384300000E+08,-1.08898E+02
6.384300000E+08,-6.59381E+01
6.384700000E+08,-1.02642E+02
6.384700000E+08,-6.44763E+01
6.385100000E+08,-1.02956E+02
6.385100000E+08,-6.42749E+01
6.385500000E+08,-1.16942E+02
6.385500000E+08,-6.38599E+01
6.385900000E+08,-1.09511E+02
6.385900000E+08,-6.47540E+01
6.386300000E+08,-1.04381E+02
6.386300000E+08,-6.50104E+01
6.386700000E+08,-1.11278E+02
6.386700000E+08,-6.45068E+01
6.387100000E+08,-1.01067E+02
6.387100000E+08,-6.55841E+01
6.387500000E+08,-1.03643E+02
6.387500000E+08,-6.54529E+01
6.387900000E+08,-1.01335E+02
6.387900000E+08,-6.53094E+01
6.388300000E+08,-1.08748E+02
6.388300000E+08,-6.44031E+01
6.388700000E+08,-1.02602E+02
6.388700000E+08,-6.36890E+01
6.389100000E+08,-1.06472E+02
6.389100000E+08,-6.41986E+01
6.389500000E+08,-1.06270E+02
6.389500000E+08,-6.37592E+01
6.389900000E+08,-1.01564E+02
6.389900000E+08,-6.41986E+01
6.390300000E+08,-1.02925E+02
6.390300000E+08,-6.41193E+01
6.390700000E+08,-9.89825E+01
6.390700000E+08,-6.49036E+01
6.391100000E+08,-1.02150E+02
6.391100000E+08,-6.50623E+01
6.391500000E+08,-1.07296E+02
6.391500000E+08,-6.46136E+01
6.391900000E+08,-9.99835E+01
6.391900000E+08,-6.42535E+01
6.392300000E+08,-9.77039E+01
6.392300000E+08,-6.31396E+01
6.392700000E+08,-1.03627E+02
6.392700000E+08,-6.24866E+01
6.393100000E+08,-1.02352E+02
6.393100000E+08,-6.29810E+01
6.393500000E+08,-1.02672E+02
6.393500000E+08,-6.09821E+01
6.393900000E+08,-9.62360E+01
6.393900000E+08,-6.36646E+01
6.394300000E+08,-1.06346E+02
6.394300000E+08,-6.32709E+01
6.394700000E+08,-1.00417E+02
6.394700000E+08,-6.22272E+01
6.395100000E+08,-9.59399E+01
6.395100000E+08,-6.27551E+01
6.395500000E+08,-9.16675E+01
6.395500000E+08,-6.29932E+01
6.395900000E+08,-9.92450E+01
6.395900000E+08,-6.39087E+01
6.396300000E+08,-1.02626E+02
6.396300000E+08,-6.24744E+01
6.396700000E+08,-1.03041E+02
6.396700000E+08,-6.23492E+01
6.397100000E+08,-9.47406E+01
6.397100000E+08,-6.28345E+01
6.397500000E+08,-9.93427E+01
6.397500000E+08,-6.24500E+01
6.397900000E+08,-1.03087E+02
6.397900000E+08,-6.26025E+01
6.398300000E+08,-1.02950E+02
6.398300000E+08,-6.30237E+01
6.398700000E+08,-9.50336E+01
6.398700000E+08,-6.25293E+01
6.399100000E+08,-9.70081E+01
6.399100000E+08,-6.33746E+01
6.399500000E+08,-9.54791E+01
6.399500000E+08,-6.29932E+01
6.399900000E+08,-1.00530E+02
6.399900000E+08,-6.11194E+01
6.400300000E+08,-1.02715E+02
6.400300000E+08,-6.12384E+01
6.400700000E+08,-9.62604E+01
6.400700000E+08,-6.06097E+01
6.401100000E+08,-9.91351E+01
6.401100000E+08,-6.22119E+01
6.401500000E+08,-1.02254E+02
6.401500000E+08,-6.25903E+01
6.401900000E+08,-1.01131E+02
6.401900000E+08,-6.01886E+01
6.402300000E+08,-1.02169E+02
6.402300000E+08,-6.15039E+01
6.402700000E+08,-1.01461E+02
6.402700000E+08,-6.17053E+01
6.403100000E+08,-9.73193E+01
6.403100000E+08,-5.96179E+01
6.403500000E+08,-9.37457E+01
6.403500000E+08,-5.95264E+01
6.403900000E+08,-1.00844E+02
6.403900000E+08,-6.06342E+01
6.404300000E+08,-1.06340E+02
6.404300000E+08,-6.10065E+01
6.404700000E+08,-1.00389E+02
6.404700000E+08,-6.05945E+01
6.405100000E+08,-9.38586E+01
6.405100000E+08,-6.02527E+01
6.405500000E+08,-1.00435E+02
6.405500000E+08,-5.90839E+01
6.405900000E+08,-1.05535E+02
6.405900000E+08,-5.96942E+01
6.406300000E+08,-9.61902E+01
6.406300000E+08,-6.01276E+01
6.406700000E+08,-9.22046E+01
6.406700000E+08,-6.05884E+01
6.407100000E+08,-1.02709E+02
6.407100000E+08,-5.98132E+01
6.407500000E+08,-9.45178E+01
6.407500000E+08,-5.87512E+01
6.407900000E+08,-9.64465E+01
6.407900000E+08,-5.85376E+01
6.408300000E+08,-9.64557E+01
6.408300000E+08,-5.77991E+01
6.408700000E+08,-9.35382E+01
6.408700000E+08,-5.85742E+01
6.409100000E+08,-9.31232E+01
6.409100000E+08,-5.90564E+01
6.409500000E+08,-9.58331E+01
6.409500000E+08,-5.79608E+01
6.409900000E+08,-9.76794E+01
6.409900000E+08,-5.88916E+01
6.410300000E+08,-9.44995E+01
6.410300000E+08,-5.72467E+01
6.410700000E+08,-9.65106E+01
6.410700000E+08,-5.79486E+01
6.411100000E+08,-9.13318E+01
6.411100000E+08,-5.53668E+01
6.411500000E+08,-9.88788E+01
6.411500000E+08,-5.54675E+01
6.411900000E+08,-9.38281E+01
6.411900000E+08,-5.61572E+01
6.412300000E+08,-8.69708E+01
6.412300000E+08,-5.42316E+01
6.412700000E+08,-1.01735E+02
6.412700000E+08,-5.62030E+01
6.413100000E+08,-9.66388E+01
6.413100000E+08,-5.59467E+01
6.413500000E+08,-9.09442E+01
6.413500000E+08,-5.56384E+01
6.413900000E+08,-9.24091E+01
6.413900000E+08,-5.59894E+01
6.414300000E+08,-9.07214E+01
6.414300000E+08,-5.40607E+01
6.414700000E+08,-9.66937E+01
6.414700000E+08,-5.47290E+01
6.415100000E+08,-8.72028E+01
6.415100000E+08,-5.54431E+01
6.415500000E+08,-8.87195E+01
6.415500000E+08,-5.43689E+01
6.415900000E+08,-9.07031E+01
6.415900000E+08,-5.36945E+01
6.416300000E+08,-8.88995E+01
6.416300000E+08,-5.48267E+01
6.416700000E+08,-8.77368E+01
6.416700000E+08,-5.20587E+01
6.417100000E+08,-8.84906E+01
6.417100000E+08,-5.35266E+01
6.417500000E+08,-8.77826E+01
6.417500000E+08,-5.06793E+01
6.417900000E+08,-8.36902E+01
6.417900000E+08,-5.11523E+01
6.418300000E+08,-9.47284E+01
6.418300000E+08,-4.96631E+01
6.418700000E+08,-8.44623E+01
6.418700000E+08,-4.78656E+01
6.419100000E+08,-8.12366E+01
6.419100000E+08,-4.72736E+01
6.419500000E+08,-7.91797E+01
6.419500000E+08,-4.81158E+01
6.419900000E+08,-8.17462E+01
6.419900000E+08,-4.54303E+01
6.420300000E+08,-7.86853E+01
6.420300000E+08,-4.42035E+01
6.420700000E+08,-8.58508E+01
6.420700000E+08,-4.53784E+01
6.421100000E+08,-7.73486E+01
6.421100000E+08,-4.17896E+01
6.421500000E+08,-7.68085E+01
6.421500000E+08,-3.84845E+01
6.421900000E+08,-7.21942E+01
6.421900000E+08,-3.53595E+01
6.422300000E+08,-6.68597E+01
6.422300000E+08,-2.91858E+01
6.422700000E+08,-6.43817E+01
6.422700000E+08,-2.77545E+01
6.423100000E+08,-6.61151E+01
6.423100000E+08,-1.43481E+01
6.423500000E+08,-6.20013E+01
6.423500000E+08,-1.43481E+01
6.423900000E+08,-6.60632E+01
6.423900000E+08,-2.42877E+01
6.424300000E+08,-8.12274E+01
6.424300000E+08,-3.47858E+01
6.424700000E+08,-7.07263E+01
6.424700000E+08,-3.79047E+01
6.425100000E+08,-7.46722E+01
6.425100000E+08,-3.99188E+01
6.425500000E+08,-7.42267E+01
6.425500000E+08,-4.33521E+01
6.425900000E+08,-7.79376E+01
6.425900000E+08,-4.58698E+01
6.426300000E+08,-8.09467E+01
6.426300000E+08,-4.68280E+01
6.426700000E+08,-8.01410E+01
6.426700000E+08,-4.78564E+01
6.427100000E+08,-8.01105E+01
6.427100000E+08,-4.69409E+01
6.427500000E+08,-7.89233E+01
6.427500000E+08,-4.82471E+01
6.427900000E+08,-8.51855E+01
6.427900000E+08,-4.90344E+01
6.428300000E+08,-8.54785E+01
6.428300000E+08,-5.09753E+01
6.428700000E+08,-8.39221E+01
6.428700000E+08,-4.99866E+01
6.429100000E+08,-8.89880E+01
6.429100000E+08,-5.33679E+01
6.429500000E+08,-8.71143E+01
6.429500000E+08,-5.24921E+01
6.429900000E+08,-9.06085E+01
6.429900000E+08,-5.33038E+01
6.430300000E+08,-8.86676E+01
6.430300000E+08,-5.28400E+01
6.430700000E+08,-8.48712E+01
6.430700000E+08,-5.30078E+01
6.431100000E+08,-9.16797E+01
6.431100000E+08,-5.45245E+01
6.431500000E+08,-9.01996E+01
6.431500000E+08,-5.38135E+01
6.431900000E+08,-8.73248E+01
6.431900000E+08,-5.37860E+01
6.432300000E+08,-9.59705E+01
6.432300000E+08,-5.58215E+01
6.432700000E+08,-8.73584E+01
6.432700000E+08,-5.53516E+01
6.433100000E+08,-8.75079E+01
6.433100000E+08,-5.71857E+01
6.433500000E+08,-9.17896E+01
6.433500000E+08,-5.57025E+01
6.433900000E+08,-9.77679E+01
6.433900000E+08,-5.75977E+01
6.434300000E+08,-9.57782E+01
6.434300000E+08,-5.67798E+01
6.434700000E+08,-9.59857E+01
6.434700000E+08,-5.65143E+01
6.435100000E+08,-9.06909E+01
6.435100000E+08,-5.66028E+01
6.435500000E+08,-9.54364E+01
6.435500000E+08,-5.76862E+01
6.435900000E+08,-9.35718E+01
6.435900000E+08,-5.84705E+01
6.436300000E+08,-9.47955E+01
6.436300000E+08,-5.84735E+01
6.436700000E+08,-9.52350E+01
6.436700000E+08,-5.73535E+01
6.437100000E+08,-9.98584E+01
6.437100000E+08,-5.75305E+01
6.437500000E+08,-9.42676E+01
6.437500000E+08,-5.93158E+01
6.437900000E+08,-9.74811E+01
6.437900000E+08,-5.90106E+01
6.438300000E+08,-9.45209E+01
6.438300000E+08,-5.82477E+01
6.438700000E+08,-9.28394E+01
6.438700000E+08,-5.91754E+01
6.439100000E+08,-1.02687E+02
6.439100000E+08,-5.95966E+01
6.439500000E+08,-1.00276E+02
6.439500000E+08,-6.15771E+01
6.439900000E+08,-9.61017E+01
6.439900000E+08,-5.78937E+01
6.440300000E+08,-9.79266E+01
6.440300000E+08,-5.99994E+01
6.440700000E+08,-9.66846E+01
6.440700000E+08,-5.81714E+01
6.441100000E+08,-1.04003E+02
6.441100000E+08,-6.18579E+01
6.441500000E+08,-9.73224E+01
6.441500000E+08,-6.04510E+01
6.441900000E+08,-1.05114E+02
6.441900000E+08,-5.97400E+01
6.442300000E+08,-9.78534E+01
6.442300000E+08,-6.19708E+01
6.442700000E+08,-1.01177E+02
6.442700000E+08,-6.13300E+01
6.443100000E+08,-1.03694E+02
6.443100000E+08,-6.14185E+01
6.443500000E+08,-9.94189E+01
6.443500000E+08,-6.19189E+01
6.443900000E+08,-9.67487E+01
6.443900000E+08,-6.11621E+01
6.444300000E+08,-1.02526E+02
6.444300000E+08,-6.20288E+01
6.444700000E+08,-9.30713E+01
6.444700000E+08,-6.19098E+01
6.445100000E+08,-9.93152E+01
6.445100000E+08,-6.22333E+01
6.445500000E+08,-1.02626E+02
6.445500000E+08,-6.12781E+01
6.445900000E+08,-9.86316E+01
6.445900000E+08,-6.28467E+01
6.446300000E+08,-9.86407E+01
6.446300000E+08,-6.29016E+01
6.446700000E+08,-1.00698E+02
6.446700000E+08,-6.20685E+01
6.447100000E+08,-9.72461E+01
6.447100000E+08,-6.19006E+01
6.447500000E+08,-9.72095E+01
6.447500000E+08,-6.29047E+01
6.447900000E+08,-9.58270E+01
6.447900000E+08,-6.18884E+01
6.448300000E+08,-9.89612E+01
6.448300000E+08,-6.28772E+01
6.448700000E+08,-1.03038E+02
6.448700000E+08,-6.16626E+01
6.449100000E+08,-9.91321E+01
6.449100000E+08,-6.22302E+01
6.449500000E+08,-1.02449E+02
6.449500000E+08,-6.29871E+01
6.449900000E+08,-1.02816E+02
6.449900000E+08,-6.28101E+01
6.450300000E+08,-9.77496E+01
6.450300000E+08,-6.35120E+01
6.450700000E+08,-1.09407E+02
6.450700000E+08,-6.34296E+01
6.451100000E+08,-1.03975E+02
6.451100000E+08,-6.49005E+01
6.451500000E+08,-9.76489E+01
6.451500000E+08,-6.39331E+01
6.451900000E+08,-1.09084E+02
6.451900000E+08,-6.32343E+01
6.452300000E+08,-9.83508E+01
6.452300000E+08,-6.25415E+01
6.452700000E+08,-9.78870E+01
6.452700000E+08,-6.45007E+01
6.453100000E+08,-9.81860E+01
6.453100000E+08,-6.33350E+01
6.453500000E+08,-1.02251E+02
6.453500000E+08,-6.40887E+01
6.453900000E+08,-9.75269E+01
6.453900000E+08,-6.43085E+01
6.454300000E+08,-1.00313E+02
6.454300000E+08,-6.31488E+01
6.454700000E+08,-9.99103E+01
6.454700000E+08,-6.47968E+01
6.455100000E+08,-1.03078E+02
6.455100000E+08,-6.28864E+01
6.455500000E+08,-9.90924E+01
6.455500000E+08,-6.44427E+01
6.455900000E+08,-9.96387E+01
6.455900000E+08,-6.33868E+01
6.456300000E+08,-1.10421E+02
6.456300000E+08,-6.65454E+01
6.456700000E+08,-1.02983E+02
6.456700000E+08,-6.52026E+01
6.457100000E+08,-1.00026E+02
6.457100000E+08,-6.37622E+01
6.457500000E+08,-1.00597E+02
6.457500000E+08,-6.48395E+01
6.457900000E+08,-1.03334E+02
6.457900000E+08,-6.47998E+01
6.458300000E+08,-1.02129E+02
6.458300000E+08,-6.30359E+01
6.458700000E+08,-1.07769E+02
6.458700000E+08,-6.23767E+01
6.459100000E+08,-1.04787E+02
6.459100000E+08,-6.37927E+01
6.459500000E+08,-1.02059E+02
6.459500000E+08,-6.40216E+01
6.459900000E+08,-9.93457E+01
6.459900000E+08,-6.42596E+01
6.460300000E+08,-1.02483E+02
6.460300000E+08,-6.64111E+01
6.460700000E+08,-1.01735E+02
6.460700000E+08,-6.51294E+01
6.461100000E+08,-1.08507E+02
6.461100000E+08,-6.61700E+01
6.461500000E+08,-9.98828E+01
6.461500000E+08,-6.58771E+01
6.461900000E+08,-1.14360E+02
6.461900000E+08,-6.49463E+01
6.462300000E+08,-1.00899E+02
6.462300000E+08,-6.32831E+01
6.462700000E+08,-1.10671E+02
6.462700000E+08,-6.58649E+01
6.463100000E+08,-1.00853E+02
6.463100000E+08,-6.47601E+01
6.463500000E+08,-1.01671E+02
6.463500000E+08,-6.55994E+01
6.463900000E+08,-1.10976E+02
6.463900000E+08,-6.54224E+01
6.464300000E+08,-1.04549E+02
6.464300000E+08,-6.51324E+01
6.464700000E+08,-1.06371E+02
6.464700000E+08,-6.59564E+01
6.465100000E+08,-1.08516E+02
6.465100000E+08,-6.51965E+01
6.465500000E+08,-9.94373E+01
6.465500000E+08,-6.52789E+01
6.465900000E+08,-1.01845E+02
6.465900000E+08,-6.55261E+01
6.466300000E+08,-1.02697E+02
6.466300000E+08,-6.65149E+01
6.466700000E+08,-9.58820E+01
6.466700000E+08,-6.64264E+01
6.467100000E+08,-1.09069E+02
6.467100000E+08,-6.61853E+01
6.467500000E+08,-1.07271E+02
6.467500000E+08,-6.58130E+01
6.467900000E+08,-1.05773E+02
6.467900000E+08,-6.48486E+01
6.468300000E+08,-1.08708E+02
6.468300000E+08,-6.61395E+01
6.468700000E+08,-9.98676E+01
6.468700000E+08,-6.58405E+01
6.469100000E+08,-1.01134E+02
6.469100000E+08,-6.63562E+01
6.469500000E+08,-9.76489E+01
6.469500000E+08,-6.58374E+01
6.469900000E+08,-1.16927E+02
6.469900000E+08,-6.44489E+01
6.470300000E+08,-1.00731E+02
6.470300000E+08,-6.62067E+01
6.470700000E+08,-1.10115E+02
6.470700000E+08,-6.59412E+01
6.471100000E+08,-1.02852E+02
6.471100000E+08,-6.58252E+01
6.471500000E+08,-1.09090E+02
6.471500000E+08,-6.56879E+01
6.471900000E+08,-1.00963E+02
6.471900000E+08,-6.69574E+01
6.472300000E+08,-1.20110E+02
6.472300000E+08,-6.53949E+01
