[Hz],Trace1[dBm]
6.313600000E+08,-1.04760E+02
6.313600000E+08,-6.74976E+01
6.314000000E+08,-1.05129E+02
6.314000000E+08,-6.84009E+01
6.314400000E+08,-1.07149E+02
6.314400000E+08,-6.65057E+01
6.314800000E+08,-1.10829E+02
6.314800000E+08,-6.67926E+01
6.315200000E+08,-1.03252E+02
6.315200000E+08,-6.76715E+01
6.315600000E+08,-1.07054E+02
6.315600000E+08,-6.69391E+01
6.316000000E+08,-1.02773E+02
6.316000000E+08,-6.62036E+01
6.316400000E+08,-1.10634E+02
6.316400000E+08,-6.62769E+01
6.316800000E+08,-1.05669E+02
6.316800000E+08,-6.67163E+01
6.317200000E+08,-1.13692E+02
6.317200000E+08,-6.57733E+01
6.317600000E+08,-1.09090E+02
6.317600000E+08,-6.55658E+01
6.318000000E+08,-1.02672E+02
6.318000000E+08,-6.62891E+01
6.318400000E+08,-1.04399E+02
6.318400000E+08,-6.69238E+01
6.318800000E+08,-1.02120E+02
6.318800000E+08,-6.49860E+01
6.319200000E+08,-1.02980E+02
6.319200000E+08,-6.44824E+01
6.319600000E+08,-1.12838E+02
6.319600000E+08,-6.55048E+01
6.320000000E+08,-1.04506E+02
6.320000000E+08,-6.54285E+01
6.320400000E+08,-1.10549E+02
6.320400000E+08,-6.65332E+01
6.320800000E+08,-1.05599E+02
6.320800000E+08,-6.39270E+01
6.321200000E+08,-1.02016E+02
6.321200000E+08,-6.55811E+01
6.321600000E+08,-1.00203E+02
6.321600000E+08,-6.61517E+01
6.322000000E+08,-1.08666E+02
6.322000000E+08,-6.38629E+01
6.322400000E+08,-1.10594E+02
6.322400000E+08,-6.56696E+01
6.322800000E+08,-1.03261E+02
6.322800000E+08,-6.28345E+01
6.323200000E+08,-1.04970E+02
6.323200000E+08,-6.40155E+01
6.323600000E+08,-1.00933E+02
6.323600000E+08,-6.50195E+01
6.324000000E+08,-9.90985E+01
6.324000000E+08,-6.50958E+01
6.324400000E+08,-1.16133E+02
6.324400000E+08,-6.20532E+01
6.324800000E+08,-9.91748E+01
6.324800000E+08,-6.40796E+01
6.325200000E+08,-1.02889E+02
6.325200000E+08,-6.22607E+01
6.325600000E+08,-9.58881E+01
6.325600000E+08,-6.15405E+01
6.326000000E+08,-9.57721E+01
6.326000000E+08,-6.14795E+01
6.326400000E+08,-9.28973E+01
6.326400000E+08,-6.04785E+01
6.326800000E+08,-1.00801E+02
6.326800000E+08,-6.09119E+01
6.327200000E+08,-9.68799E+01
6.327200000E+08,-5.81958E+01
6.327600000E+08,-8.97937E+01
6.327600000E+08,-5.64227E+01
6.328000000E+08,-9.44019E+01
6.328000000E+08,-5.56171E+01
6.328400000E+08,-9.29492E+01
6.328400000E+08,-5.51318E+01
6.328800000E+08,-9.24884E+01
6.328800000E+08,-5.27393E+01
6.329200000E+08,-8.56525E+01
6.329200000E+08,-4.77679E+01
6.329600000E+08,-8.79321E+01
6.329600000E+08,-4.63000E+01
6.330000000E+08,-7.83313E+01
6.330000000E+08,-2.83282E+01
6.330400000E+08,-6.98169E+01
6.330400000E+08,-2.70892E+01
6.330800000E+08,-6.86725E+01
6.330800000E+08,-2.64819E+01
6.331200000E+08,-8.03851E+01
6.331200000E+08,-2.90790E+01
6.331600000E+08,-9.04712E+01
6.331600000E+08,-4.33276E+01
6.332000000E+08,-8.46301E+01
6.332000000E+08,-4.79541E+01
6.332400000E+08,-9.64984E+01
6.332400000E+08,-5.24707E+01
6.332800000E+08,-9.82410E+01
6.332800000E+08,-5.53394E+01
6.333200000E+08,-9.05261E+01
6.333200000E+08,-5.64014E+01
6.333600000E+08,-9.77100E+01
6.333600000E+08,-5.84003E+01
6.334000000E+08,-9.34253E+01
6.334000000E+08,-5.77594E+01
6.334400000E+08,-9.28851E+01
6.334400000E+08,-5.92548E+01
6.334800000E+08,-1.03572E+02
6.334800000E+08,-6.03076E+01
6.335200000E+08,-9.67944E+01
6.335200000E+08,-6.05090E+01
6.335600000E+08,-9.74628E+01
6.335600000E+08,-6.08752E+01
6.336000000E+08,-1.01046E+02
6.336000000E+08,-6.30878E+01
6.336400000E+08,-9.82684E+01
6.336400000E+08,-6.39728E+01
6.336800000E+08,-1.04171E+02
6.336800000E+08,-6.08600E+01
6.337200000E+08,-1.05651E+02
6.337200000E+08,-6.47845E+01
6.337600000E+08,-1.02516E+02
6.337600000E+08,-6.35150E+01
6.338000000E+08,-1.01937E+02
6.338000000E+08,-6.47968E+01
6.338400000E+08,-1.02132E+02
6.338400000E+08,-6.34387E+01
6.338800000E+08,-9.97821E+01
6.338800000E+08,-6.47784E+01
6.339200000E+08,-1.03798E+02
6.339200000E+08,-6.52423E+01
6.339600000E+08,-1.07408E+02
6.339600000E+08,-6.54712E+01
6.340000000E+08,-1.04253E+02
6.340000000E+08,-6.49341E+01
6.340400000E+08,-1.02550E+02
6.340400000E+08,-6.49738E+01
6.340800000E+08,-1.06966E+02
6.340800000E+08,-6.63959E+01
6.341200000E+08,-1.05669E+02
6.341200000E+08,-6.61700E+01
6.341600000E+08,-1.03994E+02
6.341600000E+08,-6.54407E+01
6.342000000E+08,-1.09041E+02
6.342000000E+08,-6.62585E+01
6.342400000E+08,-1.16796E+02
6.342400000E+08,-6.58405E+01
6.342800000E+08,-1.05114E+02
6.342800000E+08,-6.62402E+01
6.343200000E+08,-1.06066E+02
6.343200000E+08,-6.68353E+01
6.343600000E+08,-1.07988E+02
6.343600000E+08,-6.52789E+01
6.344000000E+08,-1.02843E+02
6.344000000E+08,-6.64935E+01
6.344400000E+08,-1.03414E+02
6.344400000E+08,-6.70123E+01
6.344800000E+08,-1.04793E+02
6.344800000E+08,-6.62219E+01
6.345200000E+08,-1.11751E+02
6.345200000E+08,-6.74854E+01
6.345600000E+08,-1.01229E+02
6.345600000E+08,-6.73022E+01
6.346000000E+08,-1.01317E+02
6.346000000E+08,-6.66064E+01
6.346400000E+08,-1.15316E+02
6.346400000E+08,-6.75769E+01
6.346800000E+08,-1.04381E+02
6.346800000E+08,-6.72137E+01
6.347200000E+08,-1.07189E+02
6.347200000E+08,-6.68140E+01
6.347600000E+08,-1.14412E+02
6.347600000E+08,-6.56848E+01
6.348000000E+08,-1.05370E+02
6.348000000E+08,-6.80927E+01
6.348400000E+08,-1.05577E+02
6.348400000E+08,-6.67224E+01
6.348800000E+08,-1.20626E+02
6.348800000E+08,-6.67743E+01
6.349200000E+08,-1.08678E+02
6.349200000E+08,-6.74426E+01
6.349600000E+08,-1.06307E+02
6.349600000E+08,-6.66156E+01
6.350000000E+08,-1.08116E+02
6.350000000E+08,-6.74792E+01
6.350400000E+08,-1.02242E+02
6.350400000E+08,-6.83551E+01
6.350800000E+08,-1.01207E+02
6.350800000E+08,-6.77325E+01
6.351200000E+08,-1.10857E+02
6.351200000E+08,-6.75403E+01
6.351600000E+08,-1.04320E+02
6.351600000E+08,-6.68567E+01
6.352000000E+08,-1.07363E+02
6.352000000E+08,-6.76715E+01
6.352400000E+08,-1.07589E+02
6.352400000E+08,-6.72687E+01
6.352800000E+08,-1.09276E+02
6.352800000E+08,-6.78638E+01
6.353200000E+08,-1.01161E+02
6.353200000E+08,-6.81750E+01
6.353600000E+08,-1.11327E+02
6.353600000E+08,-6.74731E+01
6.354000000E+08,-1.03542E+02
6.354000000E+08,-6.65637E+01
6.354400000E+08,-1.05010E+02
6.354400000E+08,-6.75189E+01
6.354800000E+08,-1.12892E+02
6.354800000E+08,-6.81171E+01
6.355200000E+08,-1.17604E+02
6.355200000E+08,-6.81018E+01
6.355600000E+08,-1.16902E+02
6.355600000E+08,-6.77600E+01
6.356000000E+08,-1.04619E+02
6.356000000E+08,-6.77844E+01
6.356400000E+08,-1.08556E+02
6.356400000E+08,-6.74030E+01
6.356800000E+08,-1.06084E+02
6.356800000E+08,-6.74518E+01
6.357200000E+08,-1.05721E+02
6.357200000E+08,-6.91608E+01
6.357600000E+08,-1.07778E+02
6.357600000E+08,-6.81903E+01
6.358000000E+08,-1.08052E+02
6.358000000E+08,-6.90906E+01
6.358400000E+08,-1.06923E+02
6.358400000E+08,-6.66766E+01
6.358800000E+08,-1.12453E+02
6.358800000E+08,-6.93256E+01
6.359200000E+08,-1.04897E+02
6.359200000E+08,-6.89227E+01
6.359600000E+08,-1.05144E+02
6.359600000E+08,-6.60815E+01
6.360000000E+08,-1.11162E+02
6.360000000E+08,-6.93134E+01
6.360400000E+08,-1.01641E+02
6.360400000E+08,-6.76227E+01
6.360800000E+08,-1.07173E+02
6.360800000E+08,-6.90173E+01
6.361200000E+08,-1.03133E+02
6.361200000E+08,-6.81964E+01
6.361600000E+08,-1.13341E+02
6.361600000E+08,-6.67438E+01
6.362000000E+08,-1.09743E+02
6.362000000E+08,-6.81232E+01
6.362400000E+08,-1.09557E+02
6.362400000E+08,-6.87091E+01
6.362800000E+08,-1.08037E+02
6.362800000E+08,-6.61517E+01
6.363200000E+08,-1.04396E+02
6.363200000E+08,-6.97589E+01
6.363600000E+08,-1.12261E+02
6.363600000E+08,-6.84497E+01
6.364000000E+08,-1.00109E+02
6.364000000E+08,-6.60297E+01
6.364400000E+08,-1.10112E+02
6.364400000E+08,-6.74426E+01
6.364800000E+08,-1.10881E+02
6.364800000E+08,-6.95544E+01
6.365200000E+08,-1.14275E+02
6.365200000E+08,-6.79279E+01
6.365600000E+08,-1.14675E+02
6.365600000E+08,-6.66370E+01
6.366000000E+08,-1.08052E+02
6.366000000E+08,-6.70001E+01
6.366400000E+08,-1.10811E+02
6.366400000E+08,-6.98535E+01
6.366800000E+08,-1.04589E+02
6.366800000E+08,-6.62769E+01
6.367200000E+08,-1.08077E+02
6.367200000E+08,-6.86847E+01
6.367600000E+08,-1.11080E+02
6.367600000E+08,-6.75189E+01
6.368000000E+08,-1.04976E+02
6.368000000E+08,-6.88220E+01
6.368400000E+08,-1.07827E+02
6.368400000E+08,-6.69727E+01
6.368800000E+08,-1.07573E+02
6.368800000E+08,-6.75525E+01
6.369200000E+08,-1.11296E+02
6.369200000E+08,-6.74426E+01
6.369600000E+08,-1.10988E+02
6.369600000E+08,-6.81079E+01
6.370000000E+08,-1.09395E+02
6.370000000E+08,-6.77142E+01
6.370400000E+08,-1.21566E+02
6.370400000E+08,-6.75800E+01
6.370800000E+08,-1.02309E+02
6.370800000E+08,-6.77325E+01
6.371200000E+08,-1.05217E+02
6.371200000E+08,-6.92310E+01
6.371600000E+08,-1.08501E+02
6.371600000E+08,-6.77356E+01
6.372000000E+08,-1.02999E+02
6.372000000E+08,-6.82086E+01
6.372400000E+08,-1.09325E+02
6.372400000E+08,-6.73572E+01
6.372800000E+08,-1.03020E+02
6.372800000E+08,-6.91028E+01
6.373200000E+08,-1.09163E+02
6.373200000E+08,-6.76166E+01
6.373600000E+08,-1.04579E+02
6.373600000E+08,-6.86481E+01
6.374000000E+08,-1.15749E+02
6.374000000E+08,-6.81873E+01
6.374400000E+08,-1.10128E+02
6.374400000E+08,-6.77997E+01
6.374800000E+08,-1.04091E+02
6.374800000E+08,-6.79767E+01
6.375200000E+08,-1.06389E+02
6.375200000E+08,-6.77356E+01
6.375600000E+08,-1.07512E+02
6.375600000E+08,-6.84528E+01
6.376000000E+08,-1.06554E+02
6.376000000E+08,-6.89868E+01
6.376400000E+08,-1.10430E+02
6.376400000E+08,-6.67804E+01
6.376800000E+08,-1.08132E+02
6.376800000E+08,-6.79675E+01
6.377200000E+08,-1.05178E+02
6.377200000E+08,-6.74304E+01
6.377600000E+08,-1.05251E+02
6.377600000E+08,-6.90814E+01
6.378000000E+08,-1.02068E+02
6.378000000E+08,-6.86755E+01
6.378400000E+08,-1.10176E+02
6.378400000E+08,-6.91119E+01
6.378800000E+08,-1.07140E+02
6.378800000E+08,-6.76746E+01
6.379200000E+08,-1.10964E+02
6.379200000E+08,-6.82941E+01
6.379600000E+08,-1.09453E+02
6.379600000E+08,-6.56696E+01
6.380000000E+08,-1.07994E+02
6.380000000E+08,-6.94385E+01
6.380400000E+08,-1.11281E+02
6.380400000E+08,-6.87183E+01
6.380800000E+08,-1.08712E+02
6.380800000E+08,-6.84863E+01
6.381200000E+08,-1.08605E+02
6.381200000E+08,-6.86481E+01
6.381600000E+08,-1.00637E+02
6.381600000E+08,-6.87396E+01
6.382000000E+08,-1.03871E+02
6.382000000E+08,-6.84772E+01
6.382400000E+08,-1.07097E+02
6.382400000E+08,-6.92279E+01
6.382800000E+08,-1.06716E+02
6.382800000E+08,-6.84375E+01
6.383200000E+08,-1.10665E+02
6.383200000E+08,-6.87000E+01
6.383600000E+08,-1.05455E+02
6.383600000E+08,-6.68414E+01
6.384000000E+08,-1.04048E+02
6.384000000E+08,-6.77142E+01
6.384400000E+08,-1.08101E+02
6.384400000E+08,-6.70764E+01
6.384800000E+08,-1.03466E+02
6.384800000E+08,-6.80164E+01
6.385200000E+08,-1.09038E+02
6.385200000E+08,-6.84436E+01
6.385600000E+08,-1.05010E+02
6.385600000E+08,-6.70123E+01
6.386000000E+08,-1.10497E+02
6.386000000E+08,-6.62860E+01
6.386400000E+08,-1.09081E+02
6.386400000E+08,-6.84528E+01
6.386800000E+08,-1.20137E+02
6.386800000E+08,-6.92950E+01
6.387200000E+08,-1.02916E+02
6.387200000E+08,-6.86542E+01
6.387600000E+08,-1.04363E+02
6.387600000E+08,-6.86664E+01
6.388000000E+08,-1.10561E+02
6.388000000E+08,-6.69940E+01
6.388400000E+08,-1.05449E+02
6.388400000E+08,-6.83337E+01
6.388800000E+08,-1.01915E+02
6.388800000E+08,-6.90051E+01
6.389200000E+08,-1.04790E+02
6.389200000E+08,-6.82758E+01
6.389600000E+08,-1.09484E+02
6.389600000E+08,-6.84100E+01
6.390000000E+08,-1.06725E+02
6.390000000E+08,-6.87518E+01
6.390400000E+08,-1.09700E+02
6.390400000E+08,-6.77875E+01
6.390800000E+08,-1.08965E+02
6.390800000E+08,-6.87152E+01
6.391200000E+08,-1.03984E+02
6.391200000E+08,-6.82574E+01
6.391600000E+08,-1.10930E+02
6.391600000E+08,-6.81720E+01
6.392000000E+08,-1.08312E+02
6.392000000E+08,-6.68079E+01
6.392400000E+08,-1.03002E+02
6.392400000E+08,-6.85016E+01
6.392800000E+08,-1.07811E+02
6.392800000E+08,-6.63379E+01
6.393200000E+08,-1.09301E+02
6.393200000E+08,-6.82056E+01
6.393600000E+08,-1.09709E+02
6.393600000E+08,-6.71588E+01
6.394000000E+08,-1.14394E+02
6.394000000E+08,-6.85321E+01
6.394400000E+08,-1.03929E+02
6.394400000E+08,-6.83246E+01
6.394800000E+08,-1.07796E+02
6.394800000E+08,-6.85138E+01
6.395200000E+08,-1.10515E+02
6.395200000E+08,-6.63898E+01
6.395600000E+08,-1.02269E+02
6.395600000E+08,-6.89868E+01
6.396000000E+08,-1.05696E+02
6.396000000E+08,-6.85992E+01
6.396400000E+08,-1.06755E+02
6.396400000E+08,-6.88098E+01
6.396800000E+08,-1.11605E+02
6.396800000E+08,-6.86847E+01
6.397200000E+08,-1.08684E+02
6.397200000E+08,-6.86267E+01
6.397600000E+08,-1.18093E+02
6.397600000E+08,-6.90326E+01
6.398000000E+08,-1.06713E+02
6.398000000E+08,-6.87549E+01
6.398400000E+08,-1.17070E+02
6.398400000E+08,-6.64203E+01
6.398800000E+08,-1.06102E+02
6.398800000E+08,-6.70734E+01
6.399200000E+08,-1.02437E+02
6.399200000E+08,-6.79431E+01
6.399600000E+08,-1.04323E+02
6.399600000E+08,-6.80194E+01
6.400000000E+08,-1.04213E+02
6.400000000E+08,-6.63684E+01
6.400400000E+08,-1.14565E+02
6.400400000E+08,-6.77051E+01
6.400800000E+08,-1.10341E+02
6.400800000E+08,-6.87640E+01
6.401200000E+08,-1.06453E+02
6.401200000E+08,-6.80499E+01
6.401600000E+08,-1.11376E+02
6.401600000E+08,-6.77814E+01
6.402000000E+08,-1.14214E+02
6.402000000E+08,-6.80103E+01
6.402400000E+08,-1.06368E+02
6.402400000E+08,-6.85107E+01
6.402800000E+08,-1.12325E+02
6.402800000E+08,-6.87274E+01
6.403200000E+08,-1.05727E+02
6.403200000E+08,-6.91577E+01
6.403600000E+08,-1.07009E+02
6.403600000E+08,-6.68994E+01
6.404000000E+08,-1.10784E+02
6.404000000E+08,-6.92523E+01
6.404400000E+08,-1.07827E+02
6.404400000E+08,-6.86603E+01
6.404800000E+08,-9.97638E+01
6.404800000E+08,-6.89563E+01
