[Hz],Trace1[dBµV]
6.658120000E+08,-1.09509E+00
6.658120000E+08,1.28698E+01
6.658260000E+08,1.92749E-01
6.658260000E+08,1.29857E+01
6.658400000E+08,-4.22363E-02
6.658400000E+08,1.30773E+01
6.658540000E+08,-3.17334E+00
6.658540000E+08,1.32390E+01
6.658680000E+08,-4.83398E-02
6.658680000E+08,1.30468E+01
6.658820000E+08,-1.73291E+00
6.658820000E+08,1.25432E+01
6.658960000E+08,-1.16223E+00
6.658960000E+08,1.36083E+01
6.659100000E+08,-7.16675E-01
6.659100000E+08,1.35808E+01
6.659240000E+08,-1.28125E+00
6.659240000E+08,1.37334E+01
6.659380000E+08,-7.89917E-01
6.659380000E+08,1.42522E+01
6.659520000E+08,-1.19275E+00
6.659520000E+08,1.34862E+01
6.659660000E+08,-3.24963E+00
6.659660000E+08,1.32695E+01
6.659800000E+08,6.26099E-01
6.659800000E+08,1.22380E+01
6.659940000E+08,-2.01672E+00
6.659940000E+08,1.29216E+01
6.660080000E+08,-9.60815E-01
6.660080000E+08,1.26470E+01
6.660220000E+08,-3.06958E+00
6.660220000E+08,1.35533E+01
6.660360000E+08,-2.52637E+00
6.660360000E+08,1.51494E+01
6.660500000E+08,-4.34216E+00
6.660500000E+08,1.40355E+01
6.660640000E+08,-2.29443E+00
6.660640000E+08,1.35839E+01
6.660780000E+08,-1.82617E-01
6.660780000E+08,1.42308E+01
6.660920000E+08,-1.03711E+00
6.660920000E+08,1.40905E+01
6.661060000E+08,-1.83057E+00
6.661060000E+08,1.33702E+01
6.661200000E+08,-1.91602E+00
6.661200000E+08,1.29552E+01
6.661340000E+08,-9.91333E-01
6.661340000E+08,1.33885E+01
6.661480000E+08,-2.19373E+00
6.661480000E+08,1.40355E+01
6.661620000E+08,6.44409E-01
6.661620000E+08,1.32878E+01
6.661760000E+08,-2.92615E+00
6.661760000E+08,1.25096E+01
6.661900000E+08,6.01685E-01
6.661900000E+08,1.23418E+01
6.662040000E+08,-2.03503E+00
6.662040000E+08,1.28392E+01
6.662180000E+08,-4.08887E+00
6.662180000E+08,1.26836E+01
6.662320000E+08,-3.07263E+00
6.662320000E+08,1.32939E+01
6.662460000E+08,-1.24634E-01
6.662460000E+08,1.26500E+01
6.662600000E+08,-3.65723E-01
6.662600000E+08,1.23113E+01
6.662740000E+08,3.54004E-03
6.662740000E+08,1.22441E+01
6.662880000E+08,-1.07068E+00
6.662880000E+08,1.36754E+01
6.663020000E+08,-1.09375E-01
6.663020000E+08,1.27446E+01
6.663160000E+08,-9.73022E-01
6.663160000E+08,1.25188E+01
6.663300000E+08,-1.39111E+00
6.663300000E+08,1.26287E+01
6.663440000E+08,-1.54675E+00
6.663440000E+08,1.40538E+01
6.663580000E+08,-2.88647E+00
6.663580000E+08,1.40416E+01
6.663720000E+08,-1.83057E+00
6.663720000E+08,1.33184E+01
6.663860000E+08,-8.69263E-01
6.663860000E+08,1.35930E+01
6.664000000E+08,-2.80273E-01
6.664000000E+08,1.33336E+01
6.664140000E+08,1.87988E-02
6.664140000E+08,1.20671E+01
6.664280000E+08,-1.51013E+00
6.664280000E+08,1.28423E+01
6.664420000E+08,-4.38965E-01
6.664420000E+08,1.33306E+01
6.664560000E+08,3.48389E-01
6.664560000E+08,1.35137E+01
6.664700000E+08,2.81250E-01
6.664700000E+08,1.32299E+01
6.664840000E+08,-4.78638E-01
6.664840000E+08,1.36846E+01
6.664980000E+08,-2.30054E+00
6.664980000E+08,1.36205E+01
6.665120000E+08,-2.19067E+00
6.665120000E+08,1.23021E+01
6.665260000E+08,-1.71765E+00
6.665260000E+08,1.40264E+01
6.665400000E+08,7.37305E-02
6.665400000E+08,1.29033E+01
6.665540000E+08,-2.40601E-01
6.665540000E+08,1.28942E+01
6.665680000E+08,-1.41858E+00
6.665680000E+08,1.25798E+01
6.665820000E+08,-6.73950E-01
6.665820000E+08,1.37578E+01
6.665960000E+08,-1.40027E+00
6.665960000E+08,1.27629E+01
6.666100000E+08,-1.86719E+00
6.666100000E+08,1.35411E+01
6.666240000E+08,1.04248E-01
6.666240000E+08,1.32695E+01
6.666380000E+08,4.82666E-01
6.666380000E+08,1.35198E+01
6.666520000E+08,-9.21143E-01
6.666520000E+08,1.27446E+01
6.666660000E+08,3.39233E-01
6.666660000E+08,1.35045E+01
6.666800000E+08,-2.41956E+00
6.666800000E+08,1.45574E+01
6.666940000E+08,-7.28882E-01
6.666940000E+08,1.32238E+01
6.667080000E+08,-2.03809E+00
6.667080000E+08,1.29766E+01
6.667220000E+08,1.44092E+00
6.667220000E+08,1.39470E+01
6.667360000E+08,-4.68396E+00
6.667360000E+08,1.30986E+01
6.667500000E+08,-2.13879E+00
6.667500000E+08,1.48625E+01
6.667640000E+08,-2.37549E-01
6.667640000E+08,1.46764E+01
6.667780000E+08,-1.17749E+00
6.667780000E+08,1.36479E+01
6.667920000E+08,1.17847E+00
6.667920000E+08,1.37365E+01
6.668060000E+08,5.65063E-01
6.668060000E+08,1.52288E+01
6.668200000E+08,-1.86108E+00
6.668200000E+08,1.29216E+01
6.668340000E+08,4.15527E-01
6.668340000E+08,1.33184E+01
6.668480000E+08,1.09302E+00
6.668480000E+08,1.48442E+01
6.668620000E+08,-2.58911E-01
6.668620000E+08,1.35076E+01
6.668760000E+08,-2.78882E+00
6.668760000E+08,1.34893E+01
6.668900000E+08,-1.78479E+00
6.668900000E+08,1.54912E+01
6.669040000E+08,1.04114E+00
6.669040000E+08,1.34526E+01
6.669180000E+08,-1.61389E+00
6.669180000E+08,1.31017E+01
6.669320000E+08,-4.90845E-01
6.669320000E+08,1.30712E+01
6.669460000E+08,9.19067E-01
6.669460000E+08,1.29399E+01
6.669600000E+08,-3.11536E+00
6.669600000E+08,1.31047E+01
6.669740000E+08,1.45618E+00
6.669740000E+08,1.35564E+01
6.669880000E+08,-8.41797E-01
6.669880000E+08,1.33184E+01
6.670020000E+08,-2.65015E-01
6.670020000E+08,1.40477E+01
6.670160000E+08,1.92749E-01
6.670160000E+08,1.37731E+01
6.670300000E+08,-1.67358E-01
6.670300000E+08,1.44719E+01
6.670440000E+08,-1.62610E+00
6.670440000E+08,1.40660E+01
6.670580000E+08,5.77271E-01
6.670580000E+08,1.35686E+01
6.670720000E+08,-2.69775E-02
6.670720000E+08,1.31841E+01
6.670860000E+08,-1.65662E+00
6.670860000E+08,1.53356E+01
6.671000000E+08,-3.26050E-01
6.671000000E+08,1.38646E+01
6.671140000E+08,-1.58948E+00
6.671140000E+08,1.50487E+01
6.671280000E+08,1.20898E+00
6.671280000E+08,1.35167E+01
6.671420000E+08,-1.52234E+00
6.671420000E+08,1.42247E+01
6.671560000E+08,6.13892E-01
6.671560000E+08,1.45635E+01
6.671700000E+08,4.49097E-01
6.671700000E+08,1.44384E+01
6.671840000E+08,4.61304E-01
6.671840000E+08,1.43193E+01
6.671980000E+08,9.19067E-01
6.671980000E+08,1.45513E+01
6.672120000E+08,-3.01636E-01
6.672120000E+08,1.29460E+01
6.672260000E+08,-8.35693E-01
6.672260000E+08,1.42858E+01
6.672400000E+08,1.13269E+00
6.672400000E+08,1.39928E+01
6.672540000E+08,2.11060E-01
6.672540000E+08,1.39684E+01
6.672680000E+08,-4.48560E+00
6.672680000E+08,1.33916E+01
6.672820000E+08,1.57471E-02
6.672820000E+08,1.39226E+01
6.672960000E+08,-1.48572E+00
6.672960000E+08,1.42430E+01
6.673100000E+08,1.01672E+00
6.673100000E+08,1.39257E+01
6.673240000E+08,-3.01636E-01
6.673240000E+08,1.38646E+01
6.673380000E+08,1.35242E+00
6.673380000E+08,1.34160E+01
6.673520000E+08,-1.00964E+00
6.673520000E+08,1.40203E+01
6.673660000E+08,1.25610E-01
6.673660000E+08,1.38921E+01
6.673800000E+08,9.67896E-01
6.673800000E+08,1.38646E+01
6.673940000E+08,-1.75122E+00
6.673940000E+08,1.53752E+01
6.674080000E+08,-1.90991E+00
6.674080000E+08,1.38677E+01
6.674220000E+08,3.36182E-01
6.674220000E+08,1.43102E+01
6.674360000E+08,2.62939E-01
6.674360000E+08,1.42522E+01
6.674500000E+08,5.34546E-01
6.674500000E+08,1.34038E+01
6.674640000E+08,1.44397E+00
6.674640000E+08,1.39958E+01
6.674780000E+08,1.45007E+00
6.674780000E+08,1.42675E+01
6.674920000E+08,-6.77002E-01
6.674920000E+08,1.49236E+01
6.675060000E+08,4.12476E-01
6.675060000E+08,1.53569E+01
6.675200000E+08,3.81958E-01
6.675200000E+08,1.46764E+01
6.675340000E+08,7.63428E-01
6.675340000E+08,1.36235E+01
6.675480000E+08,8.91602E-01
6.675480000E+08,1.51036E+01
6.675620000E+08,-1.94348E+00
6.675620000E+08,1.43071E+01
6.675760000E+08,5.65063E-01
6.675760000E+08,1.54302E+01
6.675900000E+08,-2.58911E-01
6.675900000E+08,1.45970E+01
6.676040000E+08,5.77271E-01
6.676040000E+08,1.54149E+01
6.676180000E+08,-3.47241E+00
6.676180000E+08,1.36846E+01
6.676320000E+08,9.46533E-01
6.676320000E+08,1.50701E+01
6.676460000E+08,5.00977E-01
6.676460000E+08,1.44719E+01
6.676600000E+08,-2.38904E+00
6.676600000E+08,1.50182E+01
6.676740000E+08,-3.68774E-01
6.676740000E+08,1.57323E+01
6.676880000E+08,9.81445E-02
6.676880000E+08,1.41332E+01
6.677020000E+08,3.20923E-01
6.677020000E+08,1.46276E+01
6.677160000E+08,1.15100E+00
6.677160000E+08,1.39897E+01
6.677300000E+08,9.77051E-01
6.677300000E+08,1.41088E+01
6.677440000E+08,3.54492E-01
6.677440000E+08,1.36663E+01
6.677580000E+08,6.04736E-01
6.677580000E+08,1.40111E+01
6.677720000E+08,-8.17383E-01
6.677720000E+08,1.58239E+01
6.677860000E+08,2.01770E+00
6.677860000E+08,1.47588E+01
6.678000000E+08,3.17871E-01
6.678000000E+08,1.36113E+01
6.678140000E+08,3.94165E-01
6.678140000E+08,1.42400E+01
6.678280000E+08,1.75525E+00
6.678280000E+08,1.53417E+01
6.678420000E+08,1.01978E+00
6.678420000E+08,1.50396E+01
6.678560000E+08,-1.75732E+00
6.678560000E+08,1.55950E+01
6.678700000E+08,5.89478E-01
6.678700000E+08,1.44048E+01
6.678840000E+08,-6.86157E-01
6.678840000E+08,1.35625E+01
6.678980000E+08,-4.05396E-01
6.678980000E+08,1.39928E+01
6.679120000E+08,-1.78479E+00
6.679120000E+08,1.40630E+01
6.679260000E+08,1.14490E+00
6.679260000E+08,1.41362E+01
6.679400000E+08,1.28223E+00
6.679400000E+08,1.41088E+01
6.679540000E+08,-9.11987E-01
6.679540000E+08,1.43712E+01
6.679680000E+08,1.10217E+00
6.679680000E+08,1.38402E+01
6.679820000E+08,-3.30151E+00
6.679820000E+08,1.43712E+01
6.679960000E+08,1.91089E+00
6.679960000E+08,1.47344E+01
6.680100000E+08,9.20410E-02
6.680100000E+08,1.53539E+01
6.680240000E+08,2.01465E+00
6.680240000E+08,1.46459E+01
6.680380000E+08,9.28223E-01
6.680380000E+08,1.42278E+01
6.680520000E+08,-1.91907E+00
6.680520000E+08,1.49663E+01
6.680660000E+08,7.14600E-01
6.680660000E+08,1.63304E+01
6.680800000E+08,1.33105E+00
6.680800000E+08,1.44719E+01
6.680940000E+08,2.38391E+00
6.680940000E+08,1.54851E+01
6.681080000E+08,-2.20288E+00
6.681080000E+08,1.46001E+01
6.681220000E+08,2.36865E+00
6.681220000E+08,1.47283E+01
6.681360000E+08,1.09302E+00
6.681360000E+08,1.47557E+01
6.681500000E+08,1.12964E+00
6.681500000E+08,1.44384E+01
6.681640000E+08,1.84985E+00
6.681640000E+08,1.61840E+01
6.681780000E+08,8.67188E-01
6.681780000E+08,1.44780E+01
6.681920000E+08,2.62500E+00
6.681920000E+08,1.51006E+01
6.682060000E+08,-1.48877E+00
6.682060000E+08,1.49266E+01
6.682200000E+08,8.03101E-01
6.682200000E+08,1.54363E+01
6.682340000E+08,8.33618E-01
6.682340000E+08,1.49144E+01
6.682480000E+08,2.12451E+00
6.682480000E+08,1.54119E+01
6.682620000E+08,1.75220E+00
6.682620000E+08,1.51464E+01
6.682760000E+08,6.41357E-01
6.682760000E+08,1.68981E+01
6.682900000E+08,-1.31482E+00
6.682900000E+08,1.64830E+01
6.683040000E+08,1.06250E+00
6.683040000E+08,1.51494E+01
6.683180000E+08,1.58435E+00
6.683180000E+08,1.52928E+01
6.683320000E+08,1.07166E+00
6.683320000E+08,1.49572E+01
6.683460000E+08,2.05737E+00
6.683460000E+08,1.56743E+01
6.683600000E+08,3.17126E+00
6.683600000E+08,1.52013E+01
6.683740000E+08,2.09094E+00
6.683740000E+08,1.62572E+01
6.683880000E+08,3.26587E+00
6.683880000E+08,1.64708E+01
6.684020000E+08,3.52527E+00
6.684020000E+08,1.71544E+01
6.684160000E+08,4.37976E+00
6.684160000E+08,1.75023E+01
6.684300000E+08,2.92407E+00
6.684300000E+08,1.72032E+01
6.684440000E+08,1.85291E+00
6.684440000E+08,1.81523E+01
6.684580000E+08,3.30859E+00
6.684580000E+08,1.86315E+01
6.684720000E+08,5.20984E+00
6.684720000E+08,1.78472E+01
6.684860000E+08,1.53552E+00
6.684860000E+08,1.94066E+01
6.685000000E+08,4.60559E+00
6.685000000E+08,1.80516E+01
6.685140000E+08,5.35022E+00
6.685140000E+08,2.02123E+01
6.685280000E+08,4.87415E+00
6.685280000E+08,2.01421E+01
6.685420000E+08,6.80591E+00
6.685420000E+08,2.02062E+01
6.685560000E+08,5.60657E+00
6.685560000E+08,2.06761E+01
6.685700000E+08,7.58716E+00
6.685700000E+08,2.16436E+01
6.685840000E+08,8.69800E+00
6.685840000E+08,2.19182E+01
6.685980000E+08,8.79565E+00
6.685980000E+08,2.22570E+01
6.686120000E+08,9.90344E+00
6.686120000E+08,2.40361E+01
6.686260000E+08,1.05291E+01
6.686260000E+08,2.37432E+01
6.686400000E+08,1.11608E+01
6.686400000E+08,2.43810E+01
6.686540000E+08,1.32604E+01
6.686540000E+08,2.55529E+01
6.686680000E+08,1.44841E+01
6.686680000E+08,2.81987E+01
6.686820000E+08,1.66173E+01
6.686820000E+08,3.14550E+01
6.686960000E+08,1.81371E+01
6.686960000E+08,3.41954E+01
6.687100000E+08,1.73894E+01
6.687100000E+08,3.24712E+01
6.687240000E+08,2.01329E+01
6.687240000E+08,3.74395E+01
6.687380000E+08,2.56963E+01
6.687380000E+08,5.04430E+01
6.687520000E+08,3.26146E+01
6.687520000E+08,5.91619E+01
6.687660000E+08,3.15709E+01
6.687660000E+08,5.88811E+01
6.687800000E+08,2.68499E+01
6.687800000E+08,5.86888E+01
6.687940000E+08,2.18755E+01
6.687940000E+08,4.29601E+01
6.688080000E+08,1.74688E+01
6.688080000E+08,3.83885E+01
6.688220000E+08,1.53234E+01
6.688220000E+08,3.05272E+01
6.688360000E+08,1.57384E+01
6.688360000E+08,3.15801E+01
6.688500000E+08,1.43376E+01
6.688500000E+08,2.96147E+01
6.688640000E+08,1.31169E+01
6.688640000E+08,2.71215E+01
6.688780000E+08,1.13744E+01
6.688780000E+08,2.74724E+01
6.688920000E+08,7.94421E+00
6.688920000E+08,2.59526E+01
6.689060000E+08,1.00408E+01
6.689060000E+08,2.36669E+01
6.689200000E+08,7.38574E+00
6.689200000E+08,2.12743E+01
6.689340000E+08,7.68176E+00
6.689340000E+08,2.00017E+01
6.689480000E+08,5.22510E+00
6.689480000E+08,1.93761E+01
6.689620000E+08,4.62085E+00
6.689620000E+08,1.91564E+01
6.689760000E+08,5.94226E+00
6.689760000E+08,1.87017E+01
6.689900000E+08,2.80811E+00
6.689900000E+08,1.93730E+01
6.690040000E+08,1.83765E+00
6.690040000E+08,1.88298E+01
6.690180000E+08,2.85083E+00
6.690180000E+08,1.63976E+01
6.690320000E+08,2.57922E+00
6.690320000E+08,1.72338E+01
6.690460000E+08,1.49890E+00
6.690460000E+08,1.65441E+01
6.690600000E+08,3.90674E+00
6.690600000E+08,1.75481E+01
6.690740000E+08,1.31885E+00
6.690740000E+08,1.61382E+01
6.690880000E+08,1.25781E+00
6.690880000E+08,1.58330E+01
6.691020000E+08,1.35242E+00
6.691020000E+08,1.55309E+01
6.691160000E+08,-2.51416E+00
6.691160000E+08,1.56133E+01
6.691300000E+08,8.67188E-01
6.691300000E+08,1.54698E+01
6.691440000E+08,8.54980E-01
6.691440000E+08,1.52227E+01
6.691580000E+08,-6.52588E-01
6.691580000E+08,1.57994E+01
6.691720000E+08,-3.10791E-01
6.691720000E+08,1.58422E+01
6.691860000E+08,9.16016E-01
6.691860000E+08,1.50487E+01
6.692000000E+08,2.86304E+00
6.692000000E+08,1.55004E+01
6.692140000E+08,1.60876E+00
6.692140000E+08,1.50609E+01
6.692280000E+08,2.01770E+00
6.692280000E+08,1.64617E+01
6.692420000E+08,-2.98718E+00
6.692420000E+08,1.49327E+01
6.692560000E+08,-3.87085E-01
6.692560000E+08,1.56530E+01
6.692700000E+08,1.71252E+00
6.692700000E+08,1.44872E+01
6.692840000E+08,-1.02185E+00
6.692840000E+08,1.49175E+01
6.692980000E+08,2.09399E+00
6.692980000E+08,1.58177E+01
6.693120000E+08,8.15308E-01
6.693120000E+08,1.52196E+01
6.693260000E+08,2.16418E+00
6.693260000E+08,1.54943E+01
6.693400000E+08,9.50928E-02
6.693400000E+08,1.52104E+01
6.693540000E+08,-8.20435E-01
6.693540000E+08,1.50029E+01
6.693680000E+08,4.64355E-01
6.693680000E+08,1.51982E+01
6.693820000E+08,1.67285E+00
6.693820000E+08,1.43041E+01
6.693960000E+08,-3.10791E-01
6.693960000E+08,1.46672E+01
6.694100000E+08,-4.69482E-01
6.694100000E+08,1.48564E+01
6.694240000E+08,1.34326E+00
6.694240000E+08,1.48900E+01
6.694380000E+08,6.90186E-01
6.694380000E+08,1.42186E+01
6.694520000E+08,6.47461E-01
6.694520000E+08,1.46581E+01
6.694660000E+08,-4.08447E-01
6.694660000E+08,1.43132E+01
6.694800000E+08,9.12964E-01
6.694800000E+08,1.52928E+01
6.694940000E+08,3.10059E-02
6.694940000E+08,1.50548E+01
6.695080000E+08,-2.56348E-03
6.695080000E+08,1.47863E+01
6.695220000E+08,-1.72986E+00
6.695220000E+08,1.52104E+01
6.695360000E+08,1.56299E+00
6.695360000E+08,1.41332E+01
6.695500000E+08,1.34631E+00
6.695500000E+08,1.40142E+01
6.695640000E+08,1.13269E+00
6.695640000E+08,1.28911E+01
6.695780000E+08,1.43787E+00
6.695780000E+08,1.54058E+01
6.695920000E+08,-6.86157E-01
6.695920000E+08,1.39348E+01
6.696060000E+08,-5.82397E-01
6.696060000E+08,1.41057E+01
6.696200000E+08,1.57214E+00
6.696200000E+08,1.40508E+01
6.696340000E+08,1.72778E+00
6.696340000E+08,1.36968E+01
6.696480000E+08,-2.41956E+00
6.696480000E+08,1.34557E+01
6.696620000E+08,7.78687E-01
6.696620000E+08,1.45726E+01
6.696760000E+08,-3.68774E-01
6.696760000E+08,1.36785E+01
6.696900000E+08,-4.22363E-02
6.696900000E+08,1.37303E+01
6.697040000E+08,9.19067E-01
6.697040000E+08,1.31169E+01
6.697180000E+08,1.04114E+00
6.697180000E+08,1.40874E+01
6.697320000E+08,-1.28430E+00
6.697320000E+08,1.35472E+01
6.697460000E+08,-7.31934E-01
6.697460000E+08,1.30529E+01
6.697600000E+08,3.91113E-01
6.697600000E+08,1.42186E+01
6.697740000E+08,-2.31885E+00
6.697740000E+08,1.36998E+01
6.697880000E+08,-1.13171E+00
6.697880000E+08,1.36174E+01
6.698020000E+08,4.30786E-01
6.698020000E+08,1.42522E+01
6.698160000E+08,-1.33008E+00
6.698160000E+08,1.47069E+01
6.698300000E+08,-2.94141E+00
6.698300000E+08,1.45848E+01
6.698440000E+08,8.27515E-01
6.698440000E+08,1.28301E+01
6.698580000E+08,4.39941E-01
6.698580000E+08,1.38127E+01
6.698720000E+08,-4.20654E-01
6.698720000E+08,1.35961E+01
6.698860000E+08,-1.59863E+00
6.698860000E+08,1.30010E+01
6.699000000E+08,-2.33411E+00
6.699000000E+08,1.26348E+01
6.699140000E+08,1.05640E+00
6.699140000E+08,1.32360E+01
6.699280000E+08,6.44409E-01
6.699280000E+08,1.32390E+01
6.699420000E+08,-1.43994E+00
6.699420000E+08,1.41790E+01
6.699560000E+08,-1.90991E+00
6.699560000E+08,1.30406E+01
6.699700000E+08,-2.10083E-01
6.699700000E+08,1.29399E+01
6.699840000E+08,-6.19019E-01
6.699840000E+08,1.34069E+01
6.699980000E+08,-5.15259E-01
6.699980000E+08,1.50060E+01
6.700120000E+08,3.30078E-01
6.700120000E+08,1.33489E+01
6.700260000E+08,-1.03101E+00
6.700260000E+08,1.36418E+01
6.700400000E+08,1.14490E+00
6.700400000E+08,1.29949E+01
6.700540000E+08,-1.34839E+00
6.700540000E+08,1.33611E+01
6.700680000E+08,-1.63220E+00
6.700680000E+08,1.31719E+01
6.700820000E+08,1.77490E-01
6.700820000E+08,1.29277E+01
6.700960000E+08,-4.02344E-01
6.700960000E+08,1.31169E+01
6.701100000E+08,-3.55481E+00
6.701100000E+08,1.23632E+01
6.701240000E+08,-1.53149E+00
6.701240000E+08,1.32604E+01
6.701380000E+08,5.71167E-01
6.701380000E+08,1.31902E+01
6.701520000E+08,-3.77930E-01
6.701520000E+08,1.30773E+01
6.701660000E+08,-1.87939E+00
6.701660000E+08,1.32634E+01
6.701800000E+08,-2.07776E+00
6.701800000E+08,1.30132E+01
6.701940000E+08,-2.38904E+00
6.701940000E+08,1.29613E+01
6.702080000E+08,2.78198E-01
6.702080000E+08,1.29521E+01
6.702220000E+08,-1.57117E+00
6.702220000E+08,1.28362E+01
6.702360000E+08,-3.07739E-01
6.702360000E+08,1.40813E+01
6.702500000E+08,6.47461E-01
6.702500000E+08,1.37639E+01
6.702640000E+08,-2.83765E+00
6.702640000E+08,1.31719E+01
6.702780000E+08,-1.24158E+00
6.702780000E+08,1.34832E+01
6.702920000E+08,-1.09375E-01
6.702920000E+08,1.28423E+01
6.703060000E+08,-1.18530E-01
6.703060000E+08,1.26500E+01
6.703200000E+08,-6.58691E-01
6.703200000E+08,1.43926E+01
6.703340000E+08,9.46533E-01
6.703340000E+08,1.32756E+01
6.703480000E+08,-1.70239E+00
6.703480000E+08,1.26836E+01
6.703620000E+08,-2.60266E+00
6.703620000E+08,1.26012E+01
6.703760000E+08,2.18506E-02
6.703760000E+08,1.20397E+01
6.703900000E+08,-1.22021E+00
6.703900000E+08,1.41545E+01
6.704040000E+08,-1.66272E+00
6.704040000E+08,1.41881E+01
6.704180000E+08,-8.11279E-01
6.704180000E+08,1.42095E+01
6.704320000E+08,-8.26538E-01
6.704320000E+08,1.34130E+01
6.704460000E+08,-5.44434E-02
6.704460000E+08,1.33275E+01
6.704600000E+08,2.20215E-01
6.704600000E+08,1.34832E+01
6.704740000E+08,3.85010E-01
6.704740000E+08,1.33062E+01
6.704880000E+08,-1.13477E+00
6.704880000E+08,1.23113E+01
6.705020000E+08,-2.50500E+00
6.705020000E+08,1.35869E+01
6.705160000E+08,-1.71765E+00
6.705160000E+08,1.33428E+01
6.705300000E+08,-2.19983E+00
6.705300000E+08,1.23021E+01
6.705440000E+08,2.14111E-01
6.705440000E+08,1.27935E+01
6.705580000E+08,-8.66699E-03
6.705580000E+08,1.26165E+01
6.705720000E+08,1.83594E-01
6.705720000E+08,1.25554E+01
6.705860000E+08,-1.00220E-01
6.705860000E+08,1.26439E+01
6.706000000E+08,-3.44800E+00
6.706000000E+08,1.31139E+01
6.706140000E+08,-3.99292E-01
6.706140000E+08,1.26073E+01
6.706280000E+08,-6.22070E-01
6.706280000E+08,1.37670E+01
6.706420000E+08,-3.83862E+00
6.706420000E+08,1.25249E+01
6.706560000E+08,-1.26599E+00
