[Hz],Trace1[dBµV]
6.649060000E+08,1.33763E+01
6.649200000E+08,-4.84741E-01
6.649200000E+08,1.27385E+01
6.649340000E+08,-7.28882E-01
6.649340000E+08,1.17192E+01
6.649480000E+08,-2.71558E+00
6.649480000E+08,1.22106E+01
6.649620000E+08,-1.41553E+00
6.649620000E+08,1.25005E+01
6.649760000E+08,-1.12866E+00
6.649760000E+08,1.22960E+01
6.649900000E+08,-2.52808E-01
6.649900000E+08,1.28453E+01
6.650040000E+08,4.85718E-01
6.650040000E+08,1.33611E+01
6.650180000E+08,-3.34119E+00
6.650180000E+08,1.26592E+01
6.650320000E+08,-8.35693E-01
6.650320000E+08,1.27874E+01
6.650460000E+08,-3.17334E+00
6.650460000E+08,1.19146E+01
6.650600000E+08,-1.68408E+00
6.650600000E+08,1.36968E+01
6.650740000E+08,-3.44360E-01
6.650740000E+08,1.27233E+01
6.650880000E+08,-2.59656E+00
6.650880000E+08,1.21038E+01
6.651020000E+08,-1.03406E+00
6.651020000E+08,1.28484E+01
6.651160000E+08,-1.22937E+00
6.651160000E+08,1.34221E+01
6.651300000E+08,-2.07471E+00
6.651300000E+08,1.23937E+01
6.651440000E+08,-8.84521E-01
6.651440000E+08,1.33123E+01
6.651580000E+08,-6.25122E-01
6.651580000E+08,1.22777E+01
6.651720000E+08,-2.31580E+00
6.651720000E+08,1.26104E+01
6.651860000E+08,-1.02795E+00
6.651860000E+08,1.31353E+01
6.652000000E+08,-3.96985E+00
6.652000000E+08,1.34130E+01
6.652140000E+08,-1.00049E+00
6.652140000E+08,1.28270E+01
6.652280000E+08,2.72095E-01
6.652280000E+08,1.32604E+01
6.652420000E+08,-6.92261E-01
6.652420000E+08,1.20397E+01
6.652560000E+08,1.59180E-01
6.652560000E+08,1.29552E+01
6.652700000E+08,-8.87573E-01
6.652700000E+08,1.23937E+01
6.652840000E+08,-3.02991E+00
6.652840000E+08,1.28911E+01
6.652980000E+08,-3.91846E-02
6.652980000E+08,1.35381E+01
6.653120000E+08,-5.57983E-01
6.653120000E+08,1.26958E+01
6.653260000E+08,2.69043E-01
6.653260000E+08,1.27904E+01
6.653400000E+08,-7.21997E+00
6.653400000E+08,1.19512E+01
6.653540000E+08,-1.16833E+00
6.653540000E+08,1.32970E+01
6.653680000E+08,-2.18457E+00
6.653680000E+08,1.28575E+01
6.653820000E+08,4.88281E-04
6.653820000E+08,1.18352E+01
6.653960000E+08,-1.25073E+00
6.653960000E+08,1.27355E+01
6.654100000E+08,-2.08740E-02
6.654100000E+08,1.26714E+01
6.654240000E+08,-2.54773E+00
6.654240000E+08,1.29064E+01
6.654380000E+08,-2.07776E+00
6.654380000E+08,1.20214E+01
6.654520000E+08,-1.07983E+00
6.654520000E+08,1.26622E+01
6.654660000E+08,-2.74915E+00
6.654660000E+08,1.27446E+01
6.654800000E+08,-3.03296E+00
6.654800000E+08,1.26927E+01
6.654940000E+08,-5.85449E-01
6.654940000E+08,1.25371E+01
6.655080000E+08,-1.73901E+00
6.655080000E+08,1.27111E+01
6.655220000E+08,-1.65662E+00
6.655220000E+08,1.37609E+01
6.655360000E+08,-1.18530E-01
6.655360000E+08,1.26256E+01
6.655500000E+08,-4.51172E-01
6.655500000E+08,1.20732E+01
6.655640000E+08,-3.39612E+00
6.655640000E+08,1.42400E+01
6.655780000E+08,-5.30518E-01
6.655780000E+08,1.31475E+01
6.655920000E+08,-1.68408E+00
6.655920000E+08,1.36113E+01
6.656060000E+08,-3.41309E-01
6.656060000E+08,1.25188E+01
6.656200000E+08,-1.58948E+00
6.656200000E+08,1.22014E+01
6.656340000E+08,-2.53247E+00
6.656340000E+08,1.34191E+01
6.656480000E+08,-3.27100E+00
6.656480000E+08,1.26317E+01
6.656620000E+08,-2.21204E+00
6.656620000E+08,1.29460E+01
6.656760000E+08,5.16235E-01
6.656760000E+08,1.30986E+01
6.656900000E+08,-5.21362E-01
6.656900000E+08,1.28118E+01
6.657040000E+08,-4.42017E-01
6.657040000E+08,1.26073E+01
6.657180000E+08,-2.55859E-01
6.657180000E+08,1.26927E+01
6.657320000E+08,-5.91553E-01
6.657320000E+08,1.33275E+01
6.657460000E+08,-6.25122E-01
6.657460000E+08,1.23387E+01
6.657600000E+08,-2.45618E+00
6.657600000E+08,1.23815E+01
6.657740000E+08,-1.87024E+00
6.657740000E+08,1.33489E+01
6.657880000E+08,-4.52881E-02
6.657880000E+08,1.29308E+01
6.658020000E+08,-4.02478E+00
6.658020000E+08,1.26775E+01
6.658160000E+08,-3.21606E+00
6.658160000E+08,1.29094E+01
6.658300000E+08,-1.86414E+00
6.658300000E+08,1.29064E+01
6.658440000E+08,3.54492E-01
6.658440000E+08,1.36968E+01
6.658580000E+08,-1.01575E+00
6.658580000E+08,1.35411E+01
6.658720000E+08,-1.58032E+00
6.658720000E+08,1.33580E+01
6.658860000E+08,-1.94653E+00
6.658860000E+08,1.43712E+01
6.659000000E+08,-1.01575E+00
6.659000000E+08,1.25859E+01
6.659140000E+08,-2.02588E+00
6.659140000E+08,1.30040E+01
6.659280000E+08,-3.25574E+00
6.659280000E+08,1.22380E+01
6.659420000E+08,-8.23486E-01
6.659420000E+08,1.27660E+01
6.659560000E+08,-9.02832E-01
6.659560000E+08,1.18291E+01
6.659700000E+08,-3.10010E+00
6.659700000E+08,1.27141E+01
6.659840000E+08,-1.19580E+00
6.659840000E+08,1.20732E+01
6.659980000E+08,-1.67493E+00
6.659980000E+08,1.37273E+01
6.660120000E+08,-4.43066E+00
6.660120000E+08,1.30681E+01
6.660260000E+08,-6.92261E-01
6.660260000E+08,1.24517E+01
6.660400000E+08,-3.99292E-01
6.660400000E+08,1.31383E+01
6.660540000E+08,-4.52881E-02
6.660540000E+08,1.28514E+01
6.660680000E+08,-2.68506E+00
6.660680000E+08,1.34526E+01
6.660820000E+08,-4.23706E-01
6.660820000E+08,1.34496E+01
6.660960000E+08,-1.37891E+00
6.660960000E+08,1.22258E+01
6.661100000E+08,-4.10107E+00
6.661100000E+08,1.23784E+01
6.661240000E+08,-8.84521E-01
6.661240000E+08,1.24150E+01
6.661380000E+08,-1.51624E+00
6.661380000E+08,1.26866E+01
6.661520000E+08,-1.44910E+00
6.661520000E+08,1.22563E+01
6.661660000E+08,-3.75317E+00
6.661660000E+08,1.34374E+01
6.661800000E+08,-2.03979E-01
6.661800000E+08,1.24486E+01
6.661940000E+08,-5.67139E-01
6.661940000E+08,1.25188E+01
6.662080000E+08,-1.31787E+00
6.662080000E+08,1.32878E+01
6.662220000E+08,-1.90076E+00
6.662220000E+08,1.27538E+01
6.662360000E+08,-1.72070E+00
6.662360000E+08,1.25524E+01
6.662500000E+08,-2.11743E+00
6.662500000E+08,1.30956E+01
6.662640000E+08,-5.67139E-01
6.662640000E+08,1.26317E+01
6.662780000E+08,-1.46436E+00
6.662780000E+08,1.23235E+01
6.662920000E+08,-1.71155E+00
6.662920000E+08,1.25585E+01
6.663060000E+08,-2.07776E+00
6.663060000E+08,1.28484E+01
6.663200000E+08,4.21631E-01
6.663200000E+08,1.24395E+01
6.663340000E+08,-1.08899E+00
6.663340000E+08,1.35442E+01
6.663480000E+08,-7.41089E-01
6.663480000E+08,1.35869E+01
6.663620000E+08,-8.60107E-01
6.663620000E+08,1.37303E+01
6.663760000E+08,-6.64795E-01
6.663760000E+08,1.35747E+01
6.663900000E+08,-1.89465E+00
6.663900000E+08,1.26958E+01
6.664040000E+08,-3.62805E+00
6.664040000E+08,1.22350E+01
6.664180000E+08,-1.99536E+00
6.664180000E+08,1.34862E+01
6.664320000E+08,3.69751E-01
6.664320000E+08,1.31200E+01
6.664460000E+08,8.28857E-02
6.664460000E+08,1.31292E+01
6.664600000E+08,-4.17603E-01
6.664600000E+08,1.25341E+01
6.664740000E+08,-1.20801E+00
6.664740000E+08,1.30315E+01
6.664880000E+08,5.80322E-01
6.664880000E+08,1.25768E+01
6.665020000E+08,-1.72375E+00
6.665020000E+08,1.36785E+01
6.665160000E+08,-4.17737E+00
6.665160000E+08,1.32573E+01
6.665300000E+08,-1.44604E+00
6.665300000E+08,1.22319E+01
6.665440000E+08,-2.43787E+00
6.665440000E+08,1.34465E+01
6.665580000E+08,-3.99292E-01
6.665580000E+08,1.32238E+01
6.665720000E+08,-2.33105E+00
6.665720000E+08,1.19023E+01
6.665860000E+08,7.63428E-01
6.665860000E+08,1.23448E+01
6.666000000E+08,-3.47546E+00
6.666000000E+08,1.32115E+01
6.666140000E+08,-3.67688E+00
6.666140000E+08,1.31292E+01
6.666280000E+08,-1.00049E+00
6.666280000E+08,1.26714E+01
6.666420000E+08,-2.77356E+00
6.666420000E+08,1.18657E+01
6.666560000E+08,-8.93677E-01
6.666560000E+08,1.34160E+01
6.666700000E+08,-2.20288E+00
6.666700000E+08,1.21068E+01
6.666840000E+08,4.67407E-01
6.666840000E+08,1.22106E+01
6.666980000E+08,4.93164E-02
6.666980000E+08,1.30010E+01
6.667120000E+08,1.74438E-01
6.667120000E+08,1.31871E+01
6.667260000E+08,-1.87939E+00
6.667260000E+08,1.38219E+01
6.667400000E+08,-1.32092E+00
6.667400000E+08,1.25402E+01
6.667540000E+08,-2.68506E+00
6.667540000E+08,1.27141E+01
6.667680000E+08,-5.67139E-01
6.667680000E+08,1.26653E+01
6.667820000E+08,-1.29346E+00
6.667820000E+08,1.34313E+01
6.667960000E+08,-1.07983E+00
6.667960000E+08,1.19298E+01
6.668100000E+08,4.24683E-01
6.668100000E+08,1.20336E+01
6.668240000E+08,-1.08594E+00
6.668240000E+08,1.30101E+01
6.668380000E+08,-2.37378E+00
6.668380000E+08,1.27416E+01
6.668520000E+08,-9.63867E-01
6.668520000E+08,1.30437E+01
6.668660000E+08,-1.14392E+00
6.668660000E+08,1.29277E+01
6.668800000E+08,-2.87732E+00
6.668800000E+08,1.27477E+01
6.668940000E+08,-1.44910E+00
6.668940000E+08,1.26104E+01
6.669080000E+08,-7.86865E-01
6.669080000E+08,1.39867E+01
6.669220000E+08,1.02588E+00
6.669220000E+08,1.25676E+01
6.669360000E+08,-1.76038E+00
6.669360000E+08,1.30468E+01
6.669500000E+08,1.74438E-01
6.669500000E+08,1.33733E+01
6.669640000E+08,-6.29834E+00
6.669640000E+08,1.34221E+01
6.669780000E+08,-1.10425E+00
6.669780000E+08,1.30590E+01
6.669920000E+08,-2.60876E+00
6.669920000E+08,1.31780E+01
6.670060000E+08,-1.18530E-01
6.670060000E+08,1.25096E+01
6.670200000E+08,-3.30811E-02
6.670200000E+08,1.36937E+01
6.670340000E+08,-4.08887E+00
6.670340000E+08,1.39073E+01
6.670480000E+08,-2.82544E+00
6.670480000E+08,1.28514E+01
6.670620000E+08,-1.96790E+00
6.670620000E+08,1.25066E+01
6.670760000E+08,-4.51172E-01
6.670760000E+08,1.27538E+01
6.670900000E+08,-6.46484E-01
6.670900000E+08,1.30162E+01
6.671040000E+08,-1.75427E+00
6.671040000E+08,1.29674E+01
6.671180000E+08,-2.88647E+00
6.671180000E+08,1.32848E+01
6.671320000E+08,-6.49536E-01
6.671320000E+08,1.19847E+01
6.671460000E+08,-1.68713E+00
6.671460000E+08,1.25066E+01
6.671600000E+08,-3.19165E+00
6.671600000E+08,1.22014E+01
6.671740000E+08,-7.99072E-01
6.671740000E+08,1.25554E+01
6.671880000E+08,-1.15479E-01
6.671880000E+08,1.33550E+01
6.672020000E+08,-1.38196E+00
6.672020000E+08,1.20763E+01
6.672160000E+08,-2.56604E+00
6.672160000E+08,1.32909E+01
6.672300000E+08,-1.15479E-01
6.672300000E+08,1.26378E+01
6.672440000E+08,-1.40942E+00
6.672440000E+08,1.36907E+01
6.672580000E+08,-1.24768E+00
6.672580000E+08,1.20427E+01
6.672720000E+08,-2.25342E-01
6.672720000E+08,1.31200E+01
6.672860000E+08,-2.02588E+00
6.672860000E+08,1.21953E+01
6.673000000E+08,-7.34985E-01
6.673000000E+08,1.28179E+01
6.673140000E+08,-5.39197E+00
6.673140000E+08,1.40966E+01
6.673280000E+08,-1.12256E+00
6.673280000E+08,1.19390E+01
6.673420000E+08,-2.27612E+00
6.673420000E+08,1.24333E+01
6.673560000E+08,1.68335E-01
6.673560000E+08,1.22411E+01
6.673700000E+08,-2.25342E-01
6.673700000E+08,1.24211E+01
6.673840000E+08,-5.46216E+00
6.673840000E+08,1.33580E+01
6.673980000E+08,3.94165E-01
6.673980000E+08,1.30468E+01
6.674120000E+08,-3.81116E+00
6.674120000E+08,1.28179E+01
6.674260000E+08,-2.24561E+00
6.674260000E+08,1.24425E+01
6.674400000E+08,-1.14697E+00
6.674400000E+08,1.27843E+01
6.674540000E+08,-2.13135E-01
6.674540000E+08,1.35411E+01
6.674680000E+08,-1.18359E+00
6.674680000E+08,1.28423E+01
6.674820000E+08,-1.81226E+00
6.674820000E+08,1.34771E+01
6.674960000E+08,-6.09863E-01
6.674960000E+08,1.45330E+01
6.675100000E+08,-1.76343E+00
6.675100000E+08,1.24974E+01
6.675240000E+08,-2.24866E+00
6.675240000E+08,1.30468E+01
6.675380000E+08,-3.53650E+00
6.675380000E+08,1.31108E+01
6.675520000E+08,-3.36865E+00
6.675520000E+08,1.20183E+01
6.675660000E+08,4.32129E-02
6.675660000E+08,1.39104E+01
6.675800000E+08,-1.06763E+00
6.675800000E+08,1.29399E+01
6.675940000E+08,-7.83813E-01
6.675940000E+08,1.33153E+01
6.676080000E+08,-1.24158E+00
6.676080000E+08,1.30529E+01
6.676220000E+08,-1.42773E+00
6.676220000E+08,1.18474E+01
6.676360000E+08,-2.13135E-01
6.676360000E+08,1.26500E+01
6.676500000E+08,-1.74207E+00
6.676500000E+08,1.26226E+01
6.676640000E+08,-2.67590E+00
6.676640000E+08,1.24578E+01
6.676780000E+08,-2.31274E+00
6.676780000E+08,1.22045E+01
6.676920000E+08,-1.06152E+00
6.676920000E+08,1.37883E+01
6.677060000E+08,-3.16895E-01
6.677060000E+08,1.26500E+01
6.677200000E+08,-2.78882E+00
6.677200000E+08,1.38250E+01
6.677340000E+08,-3.52124E+00
6.677340000E+08,1.22258E+01
6.677480000E+08,-2.11438E+00
6.677480000E+08,1.34893E+01
6.677620000E+08,-1.16833E+00
6.677620000E+08,1.34496E+01
6.677760000E+08,-1.67188E+00
6.677760000E+08,1.26958E+01
6.677900000E+08,-7.50244E-01
6.677900000E+08,1.23448E+01
6.678040000E+08,-1.71460E+00
6.678040000E+08,1.24608E+01
6.678180000E+08,-3.53516E-01
6.678180000E+08,1.29949E+01
6.678320000E+08,7.90894E-01
6.678320000E+08,1.30803E+01
6.678460000E+08,-3.17334E+00
6.678460000E+08,1.28636E+01
6.678600000E+08,2.87354E-01
6.678600000E+08,1.18596E+01
6.678740000E+08,-6.86157E-01
6.678740000E+08,1.22777E+01
6.678880000E+08,-1.30261E+00
6.678880000E+08,1.32085E+01
6.679020000E+08,1.04248E-01
6.679020000E+08,1.26775E+01
6.679160000E+08,-3.77930E-01
6.679160000E+08,1.20061E+01
6.679300000E+08,-1.38196E+00
6.679300000E+08,1.31444E+01
6.679440000E+08,-1.23853E+00
6.679440000E+08,1.31566E+01
6.679580000E+08,-1.55591E+00
6.679580000E+08,1.38250E+01
6.679720000E+08,4.39941E-01
6.679720000E+08,1.38188E+01
6.679860000E+08,4.58252E-01
6.679860000E+08,1.26958E+01
6.680000000E+08,-1.68713E+00
6.680000000E+08,1.26622E+01
6.680140000E+08,-2.14490E+00
6.680140000E+08,1.29186E+01
6.680280000E+08,-4.90845E-01
6.680280000E+08,1.79265E+01
6.680420000E+08,6.32202E-01
6.680420000E+08,2.01451E+01
6.680560000E+08,2.10925E+00
6.680560000E+08,2.06548E+01
6.680700000E+08,-1.97400E+00
6.680700000E+08,1.30315E+01
6.680840000E+08,-8.60107E-01
6.680840000E+08,1.32329E+01
6.680980000E+08,-1.06458E+00
6.680980000E+08,1.18901E+01
6.681120000E+08,-4.20654E-01
6.681120000E+08,1.25096E+01
6.681260000E+08,-3.29102E-01
6.681260000E+08,1.31658E+01
6.681400000E+08,-2.05640E+00
6.681400000E+08,1.29827E+01
6.681540000E+08,-9.33350E-01
6.681540000E+08,1.36205E+01
6.681680000E+08,-7.53296E-01
6.681680000E+08,1.29979E+01
6.681820000E+08,-3.07739E-01
6.681820000E+08,1.21648E+01
6.681960000E+08,-1.85193E+00
6.681960000E+08,1.27812E+01
6.682100000E+08,-1.49792E+00
6.682100000E+08,1.21953E+01
6.682240000E+08,-6.22070E-01
6.682240000E+08,1.39135E+01
6.682380000E+08,-1.12561E+00
6.682380000E+08,1.25920E+01
6.682520000E+08,1.13403E-01
6.682520000E+08,1.40233E+01
6.682660000E+08,-1.74817E+00
6.682660000E+08,1.18047E+01
6.682800000E+08,-5.88501E-01
6.682800000E+08,1.39440E+01
6.682940000E+08,-3.28320E+00
6.682940000E+08,1.33641E+01
6.683080000E+08,-2.39514E+00
6.683080000E+08,1.29277E+01
6.683220000E+08,-5.61035E-01
6.683220000E+08,1.27874E+01
6.683360000E+08,-1.65356E+00
6.683360000E+08,1.21221E+01
6.683500000E+08,-2.10217E+00
6.683500000E+08,1.26104E+01
6.683640000E+08,-1.43079E+00
6.683640000E+08,1.33123E+01
6.683780000E+08,-1.87634E+00
6.683780000E+08,1.27843E+01
6.683920000E+08,-1.10425E+00
6.683920000E+08,1.29644E+01
6.684060000E+08,-4.58325E+00
6.684060000E+08,1.29735E+01
6.684200000E+08,-6.73950E-01
6.684200000E+08,1.30132E+01
6.684340000E+08,-5.36621E-01
6.684340000E+08,1.42247E+01
6.684480000E+08,-2.63013E+00
6.684480000E+08,1.35717E+01
6.684620000E+08,-8.38745E-01
6.684620000E+08,1.30315E+01
6.684760000E+08,-1.27209E+00
6.684760000E+08,1.28453E+01
6.684900000E+08,-5.26379E+00
6.684900000E+08,1.47283E+01
6.685040000E+08,-4.66431E-01
6.685040000E+08,1.29674E+01
6.685180000E+08,-1.79565E-01
6.685180000E+08,1.27324E+01
6.685320000E+08,-1.33313E+00
6.685320000E+08,1.47313E+01
6.685460000E+08,-2.23950E+00
6.685460000E+08,1.32207E+01
6.685600000E+08,-4.18042E+00
6.685600000E+08,1.18535E+01
6.685740000E+08,-1.16528E+00
6.685740000E+08,1.24852E+01
6.685880000E+08,-1.67493E+00
6.685880000E+08,1.33214E+01
6.686020000E+08,-6.35986E-02
6.686020000E+08,1.34557E+01
6.686160000E+08,-3.47852E+00
6.686160000E+08,1.13866E+01
6.686300000E+08,-5.76294E-01
6.686300000E+08,1.23784E+01
6.686440000E+08,-2.73999E+00
6.686440000E+08,1.26439E+01
6.686580000E+08,-2.61963E-01
6.686580000E+08,1.24944E+01
6.686720000E+08,-2.81628E+00
6.686720000E+08,1.34740E+01
6.686860000E+08,-2.86511E+00
6.686860000E+08,1.26653E+01
6.687000000E+08,-1.70239E+00
6.687000000E+08,1.22045E+01
6.687140000E+08,-1.72986E+00
6.687140000E+08,1.32054E+01
6.687280000E+08,-1.22937E+00
6.687280000E+08,1.19023E+01
6.687420000E+08,-1.97400E+00
6.687420000E+08,1.30437E+01
6.687560000E+08,-1.23242E+00
6.687560000E+08,1.32665E+01
6.687700000E+08,-1.00659E+00
6.687700000E+08,1.30742E+01
6.687840000E+08,9.81445E-02
6.687840000E+08,1.28118E+01
6.687980000E+08,-1.33313E+00
6.687980000E+08,1.34130E+01
6.688120000E+08,-3.56567E-01
6.688120000E+08,1.32573E+01
6.688260000E+08,-2.67896E+00
6.688260000E+08,1.26592E+01
6.688400000E+08,-1.30872E+00
6.688400000E+08,1.26165E+01
6.688540000E+08,-3.68909E+00
6.688540000E+08,1.22106E+01
6.688680000E+08,-1.27686E-01
6.688680000E+08,1.45208E+01
6.688820000E+08,-4.15295E+00
6.688820000E+08,1.34526E+01
6.688960000E+08,-1.52234E+00
6.688960000E+08,1.19054E+01
6.689100000E+08,-2.12048E+00
6.689100000E+08,1.37853E+01
6.689240000E+08,-2.41345E+00
6.689240000E+08,1.30193E+01
6.689380000E+08,5.74219E-01
6.689380000E+08,1.39562E+01
6.689520000E+08,-2.30359E+00
6.689520000E+08,1.30010E+01
6.689660000E+08,-1.49487E+00
6.689660000E+08,1.39531E+01
6.689800000E+08,-1.03101E+00
6.689800000E+08,1.18688E+01
6.689940000E+08,5.84717E-02
6.689940000E+08,1.28942E+01
6.690080000E+08,2.32422E-01
6.690080000E+08,1.23967E+01
6.690220000E+08,-9.36401E-01
6.690220000E+08,1.30071E+01
6.690360000E+08,6.62720E-01
6.690360000E+08,1.34191E+01
6.690500000E+08,-2.38293E+00
6.690500000E+08,1.26378E+01
6.690640000E+08,-2.31885E+00
6.690640000E+08,1.27477E+01
6.690780000E+08,-1.11951E+00
6.690780000E+08,1.21373E+01
6.690920000E+08,-1.17749E+00
6.690920000E+08,1.32817E+01
6.691060000E+08,-9.73022E-01
6.691060000E+08,1.33672E+01
6.691200000E+08,-1.97705E+00
6.691200000E+08,1.31292E+01
6.691340000E+08,-1.65051E+00
6.691340000E+08,1.23235E+01
6.691480000E+08,-6.73950E-01
6.691480000E+08,1.37090E+01
6.691620000E+08,-3.56702E+00
6.691620000E+08,1.38005E+01
6.691760000E+08,-2.53552E+00
6.691760000E+08,1.27477E+01
6.691900000E+08,-6.43433E-01
6.691900000E+08,1.25249E+01
6.692040000E+08,-8.41797E-01
6.692040000E+08,1.26744E+01
6.692180000E+08,-2.58740E+00
6.692180000E+08,1.25005E+01
6.692320000E+08,-1.86719E+00
6.692320000E+08,1.30376E+01
6.692460000E+08,-1.36670E+00
6.692460000E+08,1.31932E+01
6.692600000E+08,-2.02588E+00
6.692600000E+08,1.23784E+01
6.692740000E+08,-2.21814E+00
6.692740000E+08,1.25707E+01
6.692880000E+08,-5.74951E-02
6.692880000E+08,1.25066E+01
6.693020000E+08,-4.13464E+00
6.693020000E+08,1.28148E+01
6.693160000E+08,-2.10083E-01
6.693160000E+08,1.27660E+01
6.693300000E+08,-1.41248E+00
6.693300000E+08,1.24822E+01
6.693440000E+08,-3.39917E+00
6.693440000E+08,1.23448E+01
6.693580000E+08,-2.65454E+00
6.693580000E+08,1.22655E+01
6.693720000E+08,2.49023E-02
6.693720000E+08,1.30803E+01
6.693860000E+08,-1.27209E+00
6.693860000E+08,1.29460E+01
6.694000000E+08,-2.55688E+00
6.694000000E+08,1.23784E+01
6.694140000E+08,-2.87732E+00
6.694140000E+08,1.46184E+01
6.694280000E+08,-2.38599E+00
6.694280000E+08,1.39714E+01
6.694420000E+08,-1.85803E+00
6.694420000E+08,1.29277E+01
6.694560000E+08,-2.11133E+00
6.694560000E+08,1.18322E+01
6.694700000E+08,-3.91797E+00
6.694700000E+08,1.26744E+01
6.694840000E+08,-7.10571E-01
6.694840000E+08,1.26744E+01
6.694980000E+08,-1.79565E-01
6.694980000E+08,1.25005E+01
6.695120000E+08,-2.65454E+00
6.695120000E+08,1.24303E+01
6.695260000E+08,-1.00964E+00
6.695260000E+08,1.22502E+01
6.695400000E+08,-1.72681E+00
6.695400000E+08,1.25341E+01
6.695540000E+08,-4.42017E-01
6.695540000E+08,1.33214E+01
6.695680000E+08,-1.42468E+00
6.695680000E+08,1.44109E+01
6.695820000E+08,-1.31177E+00
6.695820000E+08,1.32848E+01
6.695960000E+08,-1.29041E+00
6.695960000E+08,1.27080E+01
6.696100000E+08,-6.46484E-01
6.696100000E+08,1.31810E+01
6.696240000E+08,8.89893E-02
6.696240000E+08,1.28667E+01
6.696380000E+08,-3.19470E+00
6.696380000E+08,1.29033E+01
6.696520000E+08,-2.75830E+00
6.696520000E+08,1.19268E+01
6.696660000E+08,-1.25073E+00
6.696660000E+08,1.28453E+01
6.696800000E+08,-3.04688E-01
6.696800000E+08,1.32573E+01
6.696940000E+08,1.40869E-01
6.696940000E+08,1.23571E+01
6.697080000E+08,-8.44849E-01
6.697080000E+08,1.33794E+01
6.697220000E+08,-2.73999E+00
6.697220000E+08,1.24547E+01
6.697360000E+08,-1.76648E+00
6.697360000E+08,1.30834E+01
6.697500000E+08,-1.78174E+00
6.697500000E+08,1.29308E+01
6.697640000E+08,-4.29810E-01
6.697640000E+08,1.22563E+01
6.697780000E+08,-1.61694E+00
6.697780000E+08,1.28759E+01
6.697920000E+08,-3.17334E+00
6.697920000E+08,1.46093E+01
6.698060000E+08,-9.51660E-01
6.698060000E+08,1.31322E+01
6.698200000E+08,-7.19727E-01
6.698200000E+08,1.28240E+01
6.698340000E+08,-4.24451E+00
6.698340000E+08,1.33794E+01
6.698480000E+08,-3.41138E+00
6.698480000E+08,1.24303E+01
6.698620000E+08,-1.45520E+00
6.698620000E+08,1.27019E+01
6.698760000E+08,-2.54468E+00
6.698760000E+08,1.18993E+01
6.698900000E+08,-2.11743E+00
6.698900000E+08,1.34099E+01
6.699040000E+08,1.16455E-01
6.699040000E+08,1.25585E+01
6.699180000E+08,-5.73242E-01
6.699180000E+08,1.23540E+01
6.699320000E+08,-1.47961E+00
6.699320000E+08,1.33428E+01
6.699460000E+08,-1.15613E+00
6.699460000E+08,1.26958E+01
6.699600000E+08,-1.06323E-01
6.699600000E+08,1.32085E+01
6.699740000E+08,-3.10315E+00
6.699740000E+08,1.29033E+01
6.699880000E+08,-1.21411E+00
6.699880000E+08,1.24608E+01
6.700020000E+08,-1.94043E+00
6.700020000E+08,1.29674E+01
6.700160000E+08,1.17847E+00
6.700160000E+08,1.23571E+01
6.700300000E+08,-1.64136E+00
6.700300000E+08,1.24913E+01
6.700440000E+08,-3.53516E-01
6.700440000E+08,1.20916E+01
6.700580000E+08,-2.88342E+00
6.700580000E+08,1.39958E+01
6.700720000E+08,-8.35693E-01
6.700720000E+08,1.26927E+01
6.700860000E+08,-1.56201E+00
6.700860000E+08,1.31505E+01
